# SOURCE: Derived from pv_systems-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily PV energy output per hectare for low/medium/high density agri-PV systems
# UNITS: date=YYYY-MM-DD, low_density_kwh_per_ha, medium_density_kwh_per_ha, high_density_kwh_per_ha=kWh/hectare/day
# LOGIC: Energy = GHI * panel_area_per_ha * module_efficiency * tilt_factor * irradiance_factor * temp_derate * (1 - system_losses/100) * shading_factor. Cell temp estimated as (T_max+T_min)/2 + temp_adjustment_c. Temp derate = 1 + temp_coeff * (T_cell - T_ref).
# DEPENDENCIES: data/energy/pv_systems-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Cell temperature approximated from daily avg air temp + density-dependent offset. (2) GHI used as proxy for plane-of-array irradiance (tilt_factor applied as multiplier). (3) No hourly decomposition — daily totals only.
# DENSITIES: low=GCR 30%, shading 0.98, temp_adj +7.0C; medium=GCR 50%, shading 0.95, temp_adj +8.5C; high=GCR 80%, shading 0.87, temp_adj +10.5C
date,low_density_kwh_per_ha,medium_density_kwh_per_ha,high_density_kwh_per_ha
2021-05-04,4853.43,7714.0,11034.01
2021-05-05,4492.83,7140.87,10214.23
2021-05-06,4778.79,7595.44,10864.57
2021-05-07,4694.12,7460.9,10672.21
2021-05-08,4935.24,7844.06,11220.11
2021-05-09,4800.81,7630.15,10913.67
2021-05-10,3691.69,5867.46,8392.58
2021-05-11,4584.68,7287.18,10424.14
2021-05-12,5004.4,7954.41,11378.76
2021-05-13,5066.06,8052.42,11518.97
2021-05-14,5237.24,8324.38,11907.77
2021-05-15,5224.7,8304.53,11879.54
2021-05-16,5172.47,8221.36,11760.25
2021-05-17,5020.38,7979.7,11414.74
2021-05-18,5096.85,8101.37,11589.0
2021-05-19,5036.7,8005.72,11452.11
2021-05-20,4799.2,7628.13,10911.79
2021-05-21,4896.55,7782.95,11133.44
2021-05-22,5144.81,8177.68,11698.34
2021-05-23,5286.29,8402.74,12020.65
2021-05-24,5160.53,8202.64,11734.0
2021-05-25,5264.95,8368.58,11971.3
2021-05-26,5141.92,8172.75,11690.63
2021-05-27,5135.15,8161.93,11675.06
2021-05-28,5125.84,8147.11,11653.81
2021-05-29,4981.48,7917.77,11325.94
2021-05-30,4630.6,7360.01,10528.02
2021-05-31,4876.92,7751.15,11086.8
2021-06-01,5010.22,7963.21,11390.49
2021-06-02,5103.05,8110.95,11602.19
2021-06-03,5051.61,8029.31,11485.62
2021-06-04,5174.99,8225.56,11766.65
2021-06-05,5209.12,8279.91,11844.63
2021-06-06,5175.98,8227.19,11769.07
2021-06-07,5286.58,8402.95,12020.42
2021-06-08,5203.95,8271.57,11832.45
2021-06-09,5138.26,8166.77,11681.76
2021-06-10,5035.1,8002.75,11447.05
2021-06-11,5058.28,8039.64,11499.9
2021-06-12,5054.0,8032.71,11489.75
2021-06-13,4996.9,7942.08,11360.32
2021-06-14,4852.82,7713.39,11033.82
2021-06-15,5253.15,8349.83,11944.48
2021-06-16,5206.43,8275.49,11838.0
2021-06-17,5218.79,8295.23,11866.41
2021-06-18,5148.1,8182.7,11705.12
2021-06-19,5210.27,8281.58,11846.68
2021-06-20,5252.48,8348.62,11942.48
2021-06-21,5123.45,8143.3,11648.32
2021-06-22,5093.08,8095.03,11579.28
2021-06-23,5061.52,8044.99,11507.94
2021-06-24,5107.76,8118.42,11612.86
2021-06-25,5142.95,8174.35,11692.85
2021-06-26,5102.61,8110.29,11601.33
2021-06-27,5157.88,8197.96,11726.4
2021-06-28,5157.79,8197.74,11725.91
2021-06-29,5135.3,8162.04,11674.96
2021-06-30,5037.27,8006.17,11451.89
2021-07-01,5008.65,7960.6,11386.56
2021-07-02,5006.94,7957.92,11382.79
2021-07-03,5066.42,8052.32,11517.54
2021-07-04,5154.26,8192.19,11718.09
2021-07-05,5205.87,8274.42,11836.12
2021-07-06,5176.42,8227.56,11769.01
2021-07-07,5111.05,8123.58,11620.12
2021-07-08,5063.8,8048.44,11512.57
2021-07-09,4999.78,7946.67,11366.94
2021-07-10,4956.7,7878.23,11269.12
2021-07-11,4958.24,7880.69,11272.66
2021-07-12,4938.01,7848.48,11226.47
2021-07-13,4960.73,7884.62,11278.23
2021-07-14,5093.24,8095.28,11579.64
2021-07-15,5090.04,8090.22,11572.44
2021-07-16,4881.25,7758.15,11097.05
2021-07-17,4785.63,7606.09,10879.38
2021-07-18,4724.55,7508.96,10740.34
2021-07-19,4479.01,7118.76,10182.31
2021-07-20,4478.69,7118.12,10181.13
2021-07-21,4703.33,7475.22,10692.04
2021-07-22,4862.3,7728.04,11053.96
2021-07-23,4870.58,7741.25,11072.99
2021-07-24,4882.93,7761.11,11101.83
2021-07-25,4799.01,7627.73,10911.05
2021-07-26,4705.72,7479.31,10698.44
2021-07-27,4663.75,7412.45,10602.55
2021-07-28,4681.1,7440.07,10642.13
2021-07-29,4908.86,7802.15,11160.21
2021-07-30,5012.41,7966.7,11395.51
2021-07-31,4896.68,7782.66,11132.07
2021-08-01,4767.64,7577.5,10838.48
2021-08-02,4719.0,7500.15,10727.75
2021-08-03,4635.19,7366.86,10536.92
2021-08-04,4476.1,7114.02,10175.31
2021-08-05,3742.02,5947.25,8506.3
2021-08-06,4341.86,6900.56,9869.79
2021-08-07,4579.02,7277.46,10408.86
2021-08-08,4613.64,7332.58,10487.85
2021-08-09,4684.12,7444.76,10648.63
2021-08-10,4754.42,7556.56,10808.7
2021-08-11,4744.59,7541.02,10786.57
2021-08-12,4724.8,7509.51,10741.39
2021-08-13,4691.0,7455.7,10664.29
2021-08-14,4541.62,7218.24,10324.56
2021-08-15,4661.44,7408.73,10597.11
2021-08-16,4705.09,7478.2,10696.68
2021-08-17,4769.27,7580.24,10842.69
2021-08-18,4683.27,7443.67,10647.58
2021-08-19,4700.52,7471.09,10686.78
2021-08-20,4705.83,7479.52,10698.84
2021-08-21,4573.35,7268.92,10397.5
2021-08-22,4504.53,7159.51,10240.98
2021-08-23,4517.13,7179.5,10269.48
2021-08-24,4516.87,7179.13,10269.04
2021-08-25,4371.56,6948.12,9938.51
2021-08-26,4117.67,6544.54,9361.14
2021-08-27,3693.07,5869.7,8395.89
2021-08-28,4170.99,6629.28,9482.33
2021-08-29,4387.42,6973.18,9974.06
2021-08-30,4415.35,7017.5,10037.34
2021-08-31,4245.77,6748.2,9652.55
2021-09-01,4218.15,6704.19,9589.38
2021-09-02,4134.92,6571.99,9400.47
2021-09-03,4027.27,6400.9,9155.76
2021-09-04,4218.1,6704.28,9589.86
2021-09-05,4154.24,6602.8,9444.74
2021-09-06,4282.24,6806.25,9735.77
2021-09-07,4124.11,6554.92,9376.24
2021-09-08,4087.94,6497.24,9293.4
2021-09-09,4125.48,6556.84,9378.49
2021-09-10,3997.87,6354.27,9089.24
2021-09-11,4257.15,6766.55,9679.31
2021-09-12,4288.51,6816.4,9750.63
2021-09-13,4150.19,6596.29,9435.27
2021-09-14,4087.18,6496.16,9292.1
2021-09-15,4086.61,6495.34,9291.09
2021-09-16,4148.93,6594.54,9433.27
2021-09-17,4114.84,6540.47,9356.13
2021-09-18,4000.29,6358.27,9095.26
2021-09-19,3957.82,6290.58,8998.09
2021-09-20,3860.68,6136.04,8776.76
2021-09-21,3849.79,6118.71,8751.89
2021-09-22,3938.31,6259.56,8953.7
2021-09-23,4099.99,6516.72,9321.86
2021-09-24,3884.88,6174.88,8833.01
2021-09-25,3971.04,6311.92,9029.23
2021-09-26,3903.78,6204.97,8876.15
2021-09-27,3655.21,5809.84,8310.84
2021-09-28,3948.06,6275.35,8976.85
2021-09-29,3973.9,6316.43,9035.64
2021-09-30,3889.22,6181.76,8842.83
2021-10-01,3741.97,5947.75,8508.15
2021-10-02,3765.61,5985.41,8562.18
2021-10-03,3780.25,6008.66,8595.38
2021-10-04,3741.7,5947.45,8507.98
2021-10-05,3671.58,5835.92,8348.31
2021-10-06,3707.66,5893.31,8430.48
2021-10-07,3697.4,5876.97,8407.05
2021-10-08,3695.18,5873.43,8401.95
2021-10-09,3562.62,5662.71,8100.44
2021-10-10,3398.36,5401.56,7726.79
2021-10-11,3074.33,4886.47,6989.86
2021-10-12,3086.02,4904.96,7016.13
2021-10-13,3053.49,4853.33,6942.41
2021-10-14,2966.28,4714.75,6744.24
2021-10-15,3247.21,5161.24,7382.86
2021-10-16,3369.57,5355.69,7660.93
2021-10-17,3285.85,5222.62,7470.6
2021-10-18,3368.39,5354.03,7658.98
2021-10-19,3458.43,5497.23,7863.98
2021-10-20,3333.5,5298.63,7579.84
2021-10-21,3308.34,5258.72,7522.91
2021-10-22,3287.46,5225.51,7475.37
2021-10-23,3296.91,5240.46,7496.63
2021-10-24,3264.87,5189.66,7424.2
2021-10-25,3256.88,5176.95,7405.99
2021-10-26,3225.83,5127.55,7335.22
2021-10-27,3145.61,4999.94,7152.49
2021-10-28,2963.52,4710.37,6738.02
2021-10-29,3087.6,4907.58,7020.07
2021-10-30,2413.73,3836.62,5488.36
2021-10-31,1485.42,2361.04,3377.44
2021-11-01,2628.06,4177.22,5975.43
2021-11-02,2850.87,4531.48,6482.42
2021-11-03,3054.95,4855.89,6946.54
2021-11-04,2999.35,4767.5,6820.09
2021-11-05,2955.55,4697.88,6720.47
2021-11-06,2950.33,4689.55,6708.48
2021-11-07,2951.29,4691.07,6710.67
2021-11-08,2979.18,4735.39,6774.03
2021-11-09,2916.88,4636.35,6632.33
2021-11-10,2851.17,4531.97,6483.12
2021-11-11,2527.62,4017.78,5747.74
2021-11-12,2461.7,3913.01,5597.88
2021-11-13,795.03,1263.7,1807.76
2021-11-14,1643.76,2612.8,3737.74
2021-11-15,2663.98,4234.49,6057.69
2021-11-16,2417.82,3843.21,5497.93
2021-11-17,2575.36,4093.61,5856.12
2021-11-18,2702.76,4296.23,6146.22
2021-11-19,2681.7,4262.79,6098.42
2021-11-20,2726.85,4334.66,6201.45
2021-11-21,2614.74,4156.53,5946.77
2021-11-22,2705.97,4301.49,6154.05
2021-11-23,2764.38,4394.22,6286.49
2021-11-24,2684.29,4266.87,6104.21
2021-11-25,2664.48,4235.37,6059.13
2021-11-26,2686.49,4270.34,6109.12
2021-11-27,2688.96,4274.24,6114.65
2021-11-28,2665.62,4237.01,6061.15
2021-11-29,2584.97,4108.76,5877.58
2021-11-30,2495.5,3966.62,5674.36
2021-12-01,2465.62,3919.31,5607.04
2021-12-02,2545.5,4046.41,5789.13
2021-12-03,2411.13,3832.74,5483.3
2021-12-04,2483.74,3948.15,5648.39
2021-12-05,2226.98,3540.08,5064.71
2021-12-06,2426.92,3857.91,5519.44
2021-12-07,1842.84,2929.35,4190.8
2021-12-08,2423.07,3851.9,5511.05
2021-12-09,2315.38,3680.7,5266.09
2021-12-10,2408.83,3829.07,5478.01
2021-12-11,1991.61,3165.8,4529.0
2021-12-12,1448.01,2301.71,3292.81
2021-12-13,1693.79,2692.38,3851.69
2021-12-14,2215.19,3521.24,5037.6
2021-12-15,2415.04,3839.12,5492.73
2021-12-16,2159.4,3432.78,4911.48
2021-12-17,2281.49,3626.85,5189.1
2021-12-18,2512.48,3994.13,5714.74
2021-12-19,2482.66,3946.74,5646.95
2021-12-20,2103.91,3344.68,4785.61
2021-12-21,2509.27,3989.1,5707.68
2021-12-22,2454.82,3902.46,5583.56
2021-12-23,1986.86,3158.53,4519.14
2021-12-24,2367.36,3763.39,5384.51
2021-12-25,2581.47,4103.81,5871.67
2021-12-26,2526.4,4016.14,5745.99
2021-12-27,2456.58,3905.14,5587.17
2021-12-28,1776.76,2824.46,4041.04
2021-12-29,2446.33,3888.95,5564.21
2021-12-30,2075.72,3299.7,4720.95
2021-12-31,1420.21,2257.62,3229.95
2022-01-01,1510.14,2400.65,3434.7
2022-01-02,2364.32,3758.53,5377.52
2022-01-03,2076.33,3300.72,4722.52
2022-01-04,2669.33,4243.44,6071.36
2022-01-05,2699.41,4291.2,6139.59
2022-01-06,2521.02,4007.54,5733.62
2022-01-07,2660.01,4228.46,6049.62
2022-01-08,2558.64,4067.31,5819.04
2022-01-09,1930.61,3069.02,4390.9
2022-01-10,2436.22,3872.9,5541.28
2022-01-11,2758.22,4384.8,6273.7
2022-01-12,2099.31,3337.19,4774.57
2022-01-13,2323.0,3692.82,5283.45
2022-01-14,2780.96,4420.98,6325.52
2022-01-15,2662.18,4232.24,6055.66
2022-01-16,2495.93,3967.94,5677.47
2022-01-17,2048.48,3256.56,4659.55
2022-01-18,2900.35,4610.9,6597.51
2022-01-19,2346.99,3731.17,5338.74
2022-01-20,2944.86,4681.71,6698.92
2022-01-21,2995.38,4761.89,6813.38
2022-01-22,3007.88,4781.76,6841.82
2022-01-23,2960.28,4706.1,6733.6
2022-01-24,2984.11,4744.03,6787.94
2022-01-25,3078.55,4894.2,7002.89
2022-01-26,2479.9,3942.47,5641.07
2022-01-27,2748.0,4368.79,6251.27
2022-01-28,3007.84,4781.83,6842.17
2022-01-29,3096.5,4922.69,7043.55
2022-01-30,3139.1,4990.3,7140.09
2022-01-31,2582.59,4105.69,5874.54
2022-02-01,2739.83,4355.62,6232.04
2022-02-02,3148.95,5005.86,7162.14
2022-02-03,2874.74,4569.91,6538.35
2022-02-04,2307.25,3667.95,5248.16
2022-02-05,2860.17,4546.97,6505.92
2022-02-06,3300.62,5247.15,7507.73
2022-02-07,3318.61,5275.57,7548.03
2022-02-08,3343.85,5315.51,7604.83
2022-02-09,3375.76,5366.33,7677.73
2022-02-10,3274.25,5205.26,7447.87
2022-02-11,3306.43,5256.34,7520.78
2022-02-12,3459.43,5499.4,7868.23
2022-02-13,3487.56,5544.0,7931.83
2022-02-14,3478.65,5529.96,7911.95
2022-02-15,3494.26,5554.74,7947.37
2022-02-16,3565.73,5668.47,8110.3
2022-02-17,2169.32,3448.54,4933.99
2022-02-18,2179.04,3464.02,4956.18
2022-02-19,2421.09,3848.87,5506.94
2022-02-20,3541.2,5629.52,8054.67
2022-02-21,3448.56,5482.09,7843.4
2022-02-22,3668.16,5831.09,8342.56
2022-02-23,3443.88,5474.49,7832.19
2022-02-24,3330.14,5293.85,7574.08
2022-02-25,3510.18,5580.17,7983.97
2022-02-26,3629.25,5769.5,8254.94
2022-02-27,3744.52,5952.58,8516.56
2022-02-28,3826.32,6082.62,8702.63
2022-03-01,3845.88,6113.59,8746.69
2022-03-02,3297.2,5241.15,7498.06
2022-03-03,2987.1,4748.48,6793.73
2022-03-04,3783.52,6014.68,8605.61
2022-03-05,3303.94,5252.1,7514.16
2022-03-06,3091.86,4914.65,7030.76
2022-03-07,3589.41,5705.83,8163.21
2022-03-08,2305.9,3665.51,5244.14
2022-03-09,3426.93,5447.33,7792.93
2022-03-10,3790.73,6025.97,8621.43
2022-03-11,3794.72,6032.62,8631.51
2022-03-12,4176.11,6638.94,9499.08
2022-03-13,4280.97,6805.58,9737.39
2022-03-14,4142.61,6585.67,9422.83
2022-03-15,4212.12,6696.26,9581.24
2022-03-16,4506.74,7164.62,10251.34
2022-03-17,4402.34,6998.49,10013.34
2022-03-18,4312.27,6855.15,9807.97
2022-03-19,4321.71,6870.18,9829.51
2022-03-20,4024.25,6397.29,9152.89
2022-03-21,3424.08,5443.23,7787.89
2022-03-22,4289.04,6818.38,9755.64
2022-03-23,4467.4,7101.97,10161.52
2022-03-24,4456.68,7084.98,10137.32
2022-03-25,4413.96,7017.04,10040.04
2022-03-26,4627.28,7355.98,10524.63
2022-03-27,4728.97,7517.51,10755.5
2022-03-28,4580.95,7282.13,10418.6
2022-03-29,3857.2,6131.43,8771.94
2022-03-30,4357.28,6926.26,9908.86
2022-03-31,4453.27,7078.78,10126.92
2022-04-01,3976.91,6321.29,9042.71
2022-04-02,4103.24,6521.99,9329.62
2022-04-03,3741.25,5946.64,8506.64
2022-04-04,4016.34,6383.85,9131.98
2022-04-05,4514.47,7175.65,10264.72
2022-04-06,4076.67,6479.56,9268.54
2022-04-07,4012.17,6377.23,9122.55
2022-04-08,4007.89,6370.18,9111.97
2022-04-09,4502.85,7157.51,10239.38
2022-04-10,4450.07,7073.48,10118.96
2022-04-11,4250.4,6756.09,9664.86
2022-04-12,4811.83,7648.92,10942.93
2022-04-13,4848.37,7707.01,11026.02
2022-04-14,4799.26,7628.75,10913.73
2022-04-15,4708.85,7485.11,10708.35
2022-04-16,4414.92,7017.68,10039.23
2022-04-17,4316.77,6861.22,9814.54
2022-04-18,3548.15,5639.63,8067.32
2022-04-19,3480.44,5532.32,7914.41
2022-04-20,5006.28,7957.95,11384.9
2022-04-21,4924.69,7828.2,11199.17
2022-04-22,4130.52,6565.73,9392.93
2022-04-23,4751.15,7552.26,10804.22
2022-04-24,4644.54,7382.82,10561.89
2022-04-25,4067.66,6465.63,9249.36
2022-04-26,4292.75,6823.17,9760.38
2022-04-27,4346.88,6909.33,9883.89
2022-04-28,4714.93,7494.55,10721.42
2022-04-29,4568.1,7260.89,10386.64
2022-04-30,4423.08,7030.16,10056.17
2022-05-01,4982.27,7919.43,11329.1
2022-05-02,4640.74,7376.39,10551.95
2022-05-03,4601.14,7313.1,10460.76
2022-05-04,4571.26,7266.11,10394.5
2022-05-05,4993.84,7938.04,11356.16
2022-05-06,5102.82,8111.38,11604.37
2022-05-07,5090.13,8091.18,11575.37
2022-05-08,4739.35,7533.26,10776.62
2022-05-09,4535.84,7209.33,10312.34
2022-05-10,4917.28,7815.96,11180.78
2022-05-11,4908.85,7802.59,11161.71
2022-05-12,4524.41,7191.53,10287.58
2022-05-13,4195.93,6669.2,9539.96
2022-05-14,4417.6,7021.27,10043.12
2022-05-15,4077.13,6480.52,9270.37
2022-05-16,4394.04,6984.24,9990.93
2022-05-17,4061.44,6455.52,9234.46
2022-05-18,4959.67,7883.29,11277.0
2022-05-19,4584.52,7286.89,10423.63
2022-05-20,3836.05,6097.16,8721.66
2022-05-21,4230.57,6724.34,9618.98
2022-05-22,4250.92,6756.86,9665.89
2022-05-23,5233.61,8318.94,11900.62
2022-05-24,5214.62,8288.56,11856.82
2022-05-25,4971.67,7902.19,11303.69
2022-05-26,4443.85,7063.19,10103.45
2022-05-27,4297.86,6831.1,9771.37
2022-05-28,4480.05,7120.82,10186.06
2022-05-29,4814.87,7652.93,10947.06
2022-05-30,4885.69,7765.39,11107.72
2022-05-31,4917.52,7815.85,11179.66
2022-06-01,4993.3,7936.69,11353.26
2022-06-02,5104.25,8113.09,11605.7
2022-06-03,4180.98,6645.45,9506.03
2022-06-04,4382.28,6965.34,9963.46
2022-06-05,4687.67,7450.57,10657.24
2022-06-06,4889.94,7772.18,11117.5
2022-06-07,5096.01,8099.84,11586.46
2022-06-08,5086.49,8084.54,11564.27
2022-06-09,5055.72,8035.5,11493.85
2022-06-10,5004.57,7954.1,11377.2
2022-06-11,5021.63,7981.21,11415.96
2022-06-12,4825.79,7670.0,10970.94
2022-06-13,5172.69,8221.65,11760.59
2022-06-14,5077.82,8070.88,11544.95
2022-06-15,4996.03,7940.82,11358.78
2022-06-16,4871.28,7742.51,11075.05
2022-06-17,4702.06,7473.63,10690.62
2022-06-18,5112.43,8125.88,11623.6
2022-06-19,5065.31,8050.99,11516.49
2022-06-20,4940.44,7852.54,11232.66
2022-06-21,4883.01,7761.19,11101.85
2022-06-22,4317.38,6862.37,9816.54
2022-06-23,5062.43,8046.48,11510.18
2022-06-24,5044.51,8017.83,11468.85
2022-06-25,4955.39,7876.14,11266.11
2022-06-26,5149.45,8184.86,11708.23
2022-06-27,4856.22,7718.63,11041.03
2022-06-28,5078.37,8071.76,11546.22
2022-06-29,5053.35,8031.98,11489.3
2022-06-30,5091.62,8092.75,11576.08
2022-07-01,4944.9,7859.57,11242.59
2022-07-02,4935.92,7845.24,11221.97
2022-07-03,4984.18,7921.93,11331.68
2022-07-04,5024.92,7986.64,11424.13
2022-07-05,4918.67,7817.68,11182.31
2022-07-06,5044.98,8018.54,11469.78
2022-07-07,5049.06,8025.09,11479.3
2022-07-08,5017.27,7974.55,11406.98
2022-07-09,4918.18,7817.04,11181.64
2022-07-10,4920.39,7820.39,11186.11
2022-07-11,4864.93,7732.46,11060.75
2022-07-12,4838.47,7690.39,11000.55
2022-07-13,4622.01,7346.17,10507.83
2022-07-14,5060.68,8043.6,11505.85
2022-07-15,4983.67,7921.3,11331.11
2022-07-16,5093.87,8096.37,11581.38
2022-07-17,4885.51,7765.18,11107.6
2022-07-18,4756.8,7560.5,10814.63
2022-07-19,4771.4,7583.56,10847.29
2022-07-20,4702.8,7474.51,10691.27
2022-07-21,4522.82,7188.5,10282.27
2022-07-22,4851.87,7711.64,11030.88
2022-07-23,4899.54,7787.27,11138.79
2022-07-24,4698.77,7468.2,10682.45
2022-07-25,4885.88,7765.64,11107.99
2022-07-26,4945.22,7859.86,11242.58
2022-07-27,4973.47,7904.79,11306.92
2022-07-28,4907.85,7800.5,11157.75
2022-07-29,4671.87,7425.38,10621.08
2022-07-30,4577.82,7275.87,10407.16
2022-07-31,4872.83,7744.89,11078.3
2022-08-01,4878.13,7753.22,11090.04
2022-08-02,4729.6,7517.16,10752.41
2022-08-03,4316.04,6859.83,9812.11
2022-08-04,3894.08,6189.12,8852.64
2022-08-05,4135.44,6572.74,9401.38
2022-08-06,4207.74,6687.6,9565.59
2022-08-07,4157.83,6608.3,9452.22
2022-08-08,4203.32,6680.6,9555.59
2022-08-09,4099.46,6515.51,9319.43
2022-08-10,4281.64,6805.11,9733.78
2022-08-11,4187.89,6656.09,9520.57
2022-08-12,4325.36,6874.66,9833.38
2022-08-13,4506.0,7161.87,10244.36
2022-08-14,4431.71,7043.72,10075.25
2022-08-15,4475.84,7113.93,10175.79
2022-08-16,4458.01,7085.55,10135.11
2022-08-17,4494.79,7144.0,10218.74
2022-08-18,4459.68,7088.21,10138.94
2022-08-19,4495.35,7144.85,10219.86
2022-08-20,4501.59,7154.81,10234.21
2022-08-21,4368.51,6943.2,9931.34
2022-08-22,4488.05,7133.2,10203.1
2022-08-23,4353.23,6918.85,9896.37
2022-08-24,4392.57,6981.26,9985.44
2022-08-25,4223.1,6711.95,9600.29
2022-08-26,4314.84,6858.0,9809.65
2022-08-27,4393.73,6983.34,9988.86
2022-08-28,4136.48,6574.39,9403.76
2022-08-29,3989.14,6340.16,9068.58
2022-08-30,3961.38,6296.1,9005.68
2022-08-31,4075.93,6478.16,9266.1
2022-09-01,3967.51,6305.83,9019.61
2022-09-02,4012.54,6377.47,9122.2
2022-09-03,3990.13,6341.82,9071.14
2022-09-04,4021.18,6391.18,9141.76
2022-09-05,4156.46,6606.31,9449.69
2022-09-06,4327.81,6878.75,9839.61
2022-09-07,4360.84,6931.28,9914.78
2022-09-08,4127.0,6559.61,9383.17
2022-09-09,4159.21,6610.74,9456.17
2022-09-10,4124.56,6555.64,9377.28
2022-09-11,4247.87,6751.68,9657.83
2022-09-12,4337.69,6894.45,9862.02
2022-09-13,4217.24,6702.96,9588.04
2022-09-14,4167.87,6624.56,9476.06
2022-09-15,4113.62,6538.43,9353.03
2022-09-16,4073.6,6474.85,9262.11
2022-09-17,4042.08,6424.73,9190.4
2022-09-18,3924.05,6237.06,8921.82
2022-09-19,4034.15,6412.07,9172.18
2022-09-20,4063.39,6458.62,9238.93
2022-09-21,4076.82,6480.02,9269.65
2022-09-22,4109.24,6531.43,9342.95
2022-09-23,3970.35,6310.46,9026.44
2022-09-24,3856.58,6129.47,8767.21
2022-09-25,3776.25,6001.76,8584.51
2022-09-26,3693.51,5870.27,8396.44
2022-09-27,3796.94,6034.77,8631.93
2022-09-28,3809.84,6055.32,8661.43
2022-09-29,3792.65,6027.96,8622.22
2022-09-30,3721.24,5914.37,8459.59
2022-10-01,3648.25,5798.35,8293.62
2022-10-02,3604.77,5729.47,8195.5
2022-10-03,3709.44,5895.84,8433.51
2022-10-04,3672.48,5837.19,8349.78
2022-10-05,3584.92,5697.99,8150.62
2022-10-06,3499.34,5562.0,7956.18
2022-10-07,3473.9,5521.61,7898.47
2022-10-08,3577.64,5686.54,8134.5
2022-10-09,3697.28,5876.79,8406.79
2022-10-10,3620.89,5755.34,8233.01
2022-10-11,3560.57,5659.38,8095.58
2022-10-12,3455.84,5493.04,7857.87
2022-10-13,3535.32,5619.38,8038.6
2022-10-14,3437.01,5463.15,7815.19
2022-10-15,3333.32,5298.29,7579.26
2022-10-16,3333.65,5298.68,7579.57
2022-10-17,3206.53,5096.72,7290.85
2022-10-18,3371.4,5358.83,7665.88
2022-10-19,3239.57,5149.3,7366.19
2022-10-20,3014.65,4791.76,6854.66
2022-10-21,2940.06,4673.23,6685.17
2022-10-22,3223.11,5123.16,7328.82
2022-10-23,3152.09,5010.34,7167.55
2022-10-24,3205.14,5094.74,7288.43
2022-10-25,3211.8,5105.22,7303.26
2022-10-26,3074.21,4886.55,6990.48
2022-10-27,3141.1,4992.82,7142.43
2022-10-28,2951.06,4690.75,6710.3
2022-10-29,3062.3,4867.57,6963.26
2022-10-30,3060.48,4864.72,6959.24
2022-10-31,3008.51,4782.09,6841.0
2022-11-01,2935.22,4665.69,6674.65
2022-11-02,3016.14,4794.31,6858.67
2022-11-03,2945.77,4682.49,6698.75
2022-11-04,2818.51,4480.13,6409.11
2022-11-05,2953.68,4695.03,6716.63
2022-11-06,2951.43,4691.43,6711.45
2022-11-07,2909.06,4624.14,6615.28
2022-11-08,2973.06,4725.94,6761.03
2022-11-09,2906.35,4619.85,6609.19
2022-11-10,2924.33,4648.47,6650.21
2022-11-11,2899.07,4608.28,6592.62
2022-11-12,2843.3,4519.62,6465.78
2022-11-13,2747.6,4367.48,6248.08
2022-11-14,2714.48,4314.82,6172.71
2022-11-15,2666.46,4238.54,6063.7
2022-11-16,2579.26,4100.02,5865.69
2022-11-17,2406.53,3825.4,5472.73
2022-11-18,2574.34,4092.16,5854.38
2022-11-19,2540.85,4038.82,5777.85
2022-11-20,2589.76,4116.55,5889.04
2022-11-21,2396.7,3809.61,5449.83
2022-11-22,2068.33,3287.73,4703.38
2022-11-23,1943.82,3089.85,4420.36
2022-11-24,2352.42,3739.44,5349.87
2022-11-25,2636.62,4191.2,5996.16
2022-11-26,2674.78,4251.86,6082.95
2022-11-27,2328.09,3700.76,5294.54
2022-11-28,1751.06,2783.43,3981.97
2022-11-29,2501.56,3976.48,5688.9
2022-11-30,2617.66,4161.02,5952.89
2022-12-01,2651.57,4214.9,6029.92
2022-12-02,2634.91,4188.42,5992.07
2022-12-03,2308.91,3670.24,5250.77
2022-12-04,2382.72,3787.51,5418.44
2022-12-05,2278.0,3621.09,5180.46
2022-12-06,2406.98,3826.21,5474.06
2022-12-07,2517.11,4001.31,5724.64
2022-12-08,2433.44,3868.24,5534.13
2022-12-09,2474.99,3934.23,5628.43
2022-12-10,2488.39,3955.53,5658.92
2022-12-11,2550.33,4053.99,5799.77
2022-12-12,2462.43,3914.26,5599.86
2022-12-13,2393.33,3804.46,5442.85
2022-12-14,2379.58,3782.64,5411.7
2022-12-15,2417.66,3843.12,5498.16
2022-12-16,2423.8,3852.84,5511.97
2022-12-17,2419.31,3845.67,5501.65
2022-12-18,2350.71,3736.62,5345.63
2022-12-19,2297.33,3651.83,5224.45
2022-12-20,2333.84,3709.9,5307.6
2022-12-21,2512.96,3994.73,5715.25
2022-12-22,1737.66,2762.29,3952.07
2022-12-23,1809.48,2876.49,4115.49
2022-12-24,1916.95,3047.34,4359.95
2022-12-25,2111.88,3357.22,4803.32
2022-12-26,1860.99,2958.38,4232.68
2022-12-27,2256.93,3587.81,5133.24
2022-12-28,2611.44,4151.4,5939.64
2022-12-29,2597.58,4129.26,5907.78
2022-12-30,2564.27,4076.34,5832.13
2022-12-31,2363.35,3756.94,5375.14
2023-01-01,2029.88,3226.77,4616.5
2023-01-02,2202.27,3500.79,5008.51
2023-01-03,2110.18,3354.47,4799.27
