# SOURCE: Derived from pv_systems-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily PV energy output per hectare for low/medium/high density agri-PV systems
# UNITS: date=YYYY-MM-DD, low_density_kwh_per_ha, medium_density_kwh_per_ha, high_density_kwh_per_ha=kWh/hectare/day
# LOGIC: Energy = GHI * panel_area_per_ha * module_efficiency * tilt_factor * irradiance_factor * temp_derate * (1 - system_losses/100) * shading_factor. Cell temp estimated as (T_max+T_min)/2 + temp_adjustment_c. Temp derate = 1 + temp_coeff * (T_cell - T_ref).
# DEPENDENCIES: data/energy/pv_systems-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Cell temperature approximated from daily avg air temp + density-dependent offset. (2) GHI used as proxy for plane-of-array irradiance (tilt_factor applied as multiplier). (3) No hourly decomposition — daily totals only.
# DENSITIES: low=GCR 30%, shading 0.98, temp_adj +7.0C; medium=GCR 50%, shading 0.95, temp_adj +8.5C; high=GCR 80%, shading 0.87, temp_adj +10.5C
date,low_density_kwh_per_ha,medium_density_kwh_per_ha,high_density_kwh_per_ha
2013-10-13,3663.91,5823.81,8331.13
2013-10-14,3567.24,5670.17,8111.36
2013-10-15,3571.94,5677.62,8122.0
2013-10-16,3433.16,5457.05,7806.49
2013-10-17,3472.04,5518.92,7895.11
2013-10-18,3406.44,5414.46,7745.37
2013-10-19,3492.14,5550.83,7940.7
2013-10-20,3399.25,5403.17,7729.46
2013-10-21,3219.05,5116.68,7319.49
2013-10-22,3258.48,5179.27,7408.9
2013-10-23,3251.71,5168.65,7393.95
2013-10-24,3131.15,4977.08,7120.02
2013-10-25,3164.99,5030.84,7196.89
2013-10-26,3334.57,5300.43,7582.6
2013-10-27,3305.12,5253.71,7515.96
2013-10-28,3262.6,5186.08,7419.14
2013-10-29,3203.36,5091.98,7284.64
2013-10-30,3134.42,4982.39,7127.83
2013-10-31,3074.12,4886.46,6990.45
2013-11-01,2714.99,4315.59,6173.74
2013-11-02,2999.86,4768.46,6821.72
2013-11-03,2840.53,4515.16,6459.27
2013-11-04,2750.28,4371.62,6253.78
2013-11-05,2904.17,4616.24,6603.73
2013-11-06,2938.22,4670.39,6681.24
2013-11-07,2858.43,4543.51,6499.66
2013-11-08,2761.15,4388.98,6278.78
2013-11-09,2655.96,4221.82,6039.71
2013-11-10,2733.99,4345.83,6217.1
2013-11-11,2793.99,4441.15,6353.36
2013-11-12,2744.41,4362.33,6240.59
2013-11-13,2747.43,4367.16,6247.53
2013-11-14,2799.55,4450.02,6366.12
2013-11-15,2825.88,4491.89,6426.04
2013-11-16,2828.08,4495.4,6431.09
2013-11-17,2760.87,4388.67,6278.59
2013-11-18,2593.98,4123.43,5899.21
2013-11-19,2586.72,4111.87,5882.67
2013-11-20,2683.74,4266.04,6103.1
2013-11-21,2579.05,4099.62,5865.03
2013-11-22,1950.35,3100.23,4435.21
2013-11-23,2338.19,3716.67,5317.0
2013-11-24,2265.97,3601.9,5152.83
2013-11-25,2521.82,4008.47,5734.26
2013-11-26,2533.41,4026.84,5760.44
2013-11-27,2399.88,3814.6,5456.84
2013-11-28,2015.67,3203.95,4583.39
2013-11-29,2389.34,3798.0,5433.38
2013-11-30,2354.57,3742.79,5354.51
2013-12-01,1847.37,2936.46,4200.78
2013-12-02,1671.55,2656.96,3800.88
2013-12-03,2370.29,3767.62,5389.73
2013-12-04,1794.44,2852.38,4080.62
2013-12-05,2095.34,3330.8,4765.29
2013-12-06,2582.68,4105.56,5873.84
2013-12-07,2253.83,3582.72,5125.66
2013-12-08,2063.28,3279.79,4692.21
2013-12-09,2598.01,4129.95,5908.77
2013-12-10,2579.94,4101.32,5867.99
2013-12-11,1991.22,3165.5,4529.16
2013-12-12,1731.02,2751.97,3937.72
2013-12-13,1630.88,2592.77,3709.96
2013-12-14,2109.19,3353.15,4797.88
2013-12-15,2573.51,4091.28,5853.98
2013-12-16,2474.06,3933.11,5627.5
2013-12-17,2446.7,3889.54,5565.05
2013-12-18,2512.66,3994.43,5715.17
2013-12-19,2535.05,4030.0,5766.03
2013-12-20,2430.54,3863.78,5528.06
2013-12-21,2495.19,3966.49,5674.86
2013-12-22,2561.58,4072.04,5825.93
2013-12-23,2662.46,4232.42,6055.4
2013-12-24,2675.92,4253.83,6086.05
2013-12-25,2294.2,3646.96,5217.7
2013-12-26,1611.24,2561.27,3664.36
2013-12-27,2412.36,3834.76,5486.28
2013-12-28,1890.78,3005.64,4300.11
2013-12-29,2499.34,3973.2,5684.7
2013-12-30,2142.55,3406.07,4873.37
2013-12-31,2299.11,3654.9,5229.3
2014-01-01,2248.79,3574.9,5114.84
2014-01-02,2569.31,4084.39,5843.71
2014-01-03,2431.37,3865.11,5529.98
2014-01-04,2330.17,3704.22,5299.77
2014-01-05,2232.22,3548.53,5077.05
2014-01-06,2588.5,4114.94,5887.51
2014-01-07,2273.89,3614.77,5171.79
2014-01-08,2635.48,4189.56,5994.14
2014-01-09,2339.11,3718.5,5320.32
2014-01-10,1939.41,3083.16,4411.43
2014-01-11,2193.44,3486.92,4988.97
2014-01-12,2666.56,4239.05,6065.12
2014-01-13,2479.42,3941.48,5639.22
2014-01-14,2266.25,3602.52,5154.07
2014-01-15,2783.02,4424.04,6329.49
2014-01-16,2807.62,4463.09,6385.27
2014-01-17,2734.27,4346.51,6218.5
2014-01-18,2845.29,4523.06,6471.26
2014-01-19,2641.36,4198.82,6007.21
2014-01-20,2785.11,4427.29,6334.0
2014-01-21,2625.17,4173.0,5970.14
2014-01-22,2654.07,4218.93,6035.81
2014-01-23,2565.98,4078.93,5835.59
2014-01-24,2968.71,4719.17,6751.63
2014-01-25,2938.05,4670.38,6681.75
2014-01-26,2096.89,3333.24,4768.71
2014-01-27,2532.51,4025.8,5759.72
2014-01-28,2811.92,4470.14,6395.76
2014-01-29,3000.95,4770.5,6825.27
2014-01-30,3110.87,4945.14,7074.92
2014-01-31,2864.42,4553.34,6514.32
2014-02-01,2584.85,4108.93,5878.52
2014-02-02,2091.85,3325.18,4757.12
2014-02-03,2817.61,4479.09,6408.4
2014-02-04,3041.83,4835.53,6918.34
2014-02-05,3167.63,5035.55,7204.61
2014-02-06,3006.66,4779.72,6838.7
2014-02-07,3261.92,5185.49,7419.23
2014-02-08,3228.32,5132.07,7342.77
2014-02-09,3379.52,5372.3,7686.22
2014-02-10,3465.87,5509.5,7882.42
2014-02-11,3523.61,5601.31,8013.79
2014-02-12,3539.1,5625.87,8048.8
2014-02-13,3407.24,5416.19,7748.71
2014-02-14,3206.76,5097.63,7293.2
2014-02-15,2897.95,4606.85,6591.25
2014-02-16,2389.34,3798.35,5434.57
2014-02-17,3574.52,5682.41,8130.19
2014-02-18,3563.87,5665.33,8105.42
2014-02-19,3637.53,5782.27,8272.46
2014-02-20,3673.83,5839.96,8354.99
2014-02-21,3157.25,5018.7,7179.85
2014-02-22,3458.74,5497.86,7865.14
2014-02-23,3525.65,5604.52,8018.33
2014-02-24,3587.43,5702.77,8158.98
2014-02-25,3798.12,6037.72,8638.25
2014-02-26,3825.11,6080.65,8699.71
2014-02-27,3790.05,6024.88,8619.85
2014-02-28,3924.58,6238.8,8926.06
2014-03-01,3289.76,5229.46,7481.57
2014-03-02,1825.22,2901.36,4150.78
2014-03-03,2469.78,3925.95,5616.6
2014-03-04,3486.57,5542.24,7928.94
2014-03-05,3702.19,5884.99,8419.28
2014-03-06,3647.3,5797.56,8293.87
2014-03-07,3712.97,5901.94,8443.16
2014-03-08,2776.89,4413.97,6314.49
2014-03-09,1118.16,1777.45,2542.93
2014-03-10,4108.48,6531.08,9344.09
2014-03-11,4144.95,6589.05,9427.01
2014-03-12,3743.56,5951.05,8514.37
2014-03-13,2985.1,4745.47,6789.75
2014-03-14,3112.96,4948.74,7080.61
2014-03-15,4385.05,6971.11,9974.36
2014-03-16,3747.85,5957.86,8524.08
2014-03-17,3681.28,5851.77,8371.81
2014-03-18,3664.29,5824.78,8333.22
2014-03-19,3978.93,6325.07,9049.19
2014-03-20,3920.22,6231.62,8915.29
2014-03-21,4169.74,6628.22,9482.61
2014-03-22,4338.4,6896.34,9866.22
2014-03-23,3833.19,6093.23,8717.21
2014-03-24,4226.39,6718.29,9611.49
2014-03-25,3900.95,6201.03,8871.6
2014-03-26,4541.13,7218.54,10327.06
2014-03-27,4554.86,7240.29,10358.03
2014-03-28,4468.81,7103.41,10162.03
2014-03-29,4422.57,7029.75,10056.35
2014-03-30,4342.15,6902.32,9874.83
2014-03-31,4405.71,7003.33,10019.26
2014-04-01,4400.43,6994.81,10006.84
2014-04-02,4606.33,7322.44,10476.18
2014-04-03,4620.16,7344.38,10507.5
2014-04-04,4757.41,7562.51,10819.5
2014-04-05,4699.67,7470.5,10687.4
2014-04-06,4657.19,7402.7,10589.9
2014-04-07,3704.41,5888.22,8423.33
2014-04-08,4622.9,7348.36,10512.45
2014-04-09,4402.1,6997.3,10010.07
2014-04-10,4469.26,7104.32,10163.68
2014-04-11,4619.11,7342.44,10504.19
2014-04-12,3372.98,5361.63,7670.44
2014-04-13,4101.94,6520.37,9328.15
2014-04-14,4644.38,7382.6,10561.66
2014-04-15,2596.03,4126.51,5903.31
2014-04-16,4503.79,7158.79,10240.79
2014-04-17,4713.11,7491.69,10717.39
2014-04-18,4671.45,7425.26,10621.94
2014-04-19,4433.99,7047.58,10081.24
2014-04-20,3600.61,5723.13,8186.99
2014-04-21,4689.28,7453.68,10662.76
2014-04-22,4230.41,6724.29,9619.35
2014-04-23,4756.39,7560.21,10814.89
2014-04-24,4174.57,6635.22,9491.32
2014-04-25,3223.5,5123.6,7329.11
2014-04-26,3942.67,6266.93,8965.07
2014-04-27,4940.96,7853.78,11235.21
2014-04-28,5030.92,7996.54,11438.97
2014-04-29,4881.74,7759.43,11099.84
2014-04-30,5000.54,7948.28,11370.04
2014-05-01,4823.57,7666.87,10967.21
2014-05-02,4745.58,7543.04,10790.35
2014-05-03,4797.87,7625.99,10908.72
2014-05-04,4289.28,6817.45,9751.8
2014-05-05,3339.2,5307.36,7591.72
2014-05-06,2734.17,4345.8,6216.45
2014-05-07,3516.78,5589.95,7996.59
2014-05-08,4430.18,7042.01,10074.17
2014-05-09,5108.73,8120.61,11617.21
2014-05-10,5136.58,8164.75,11680.16
2014-05-11,4835.69,7686.58,10996.27
2014-05-12,5031.75,7998.31,11442.39
2014-05-13,5196.25,8259.73,11816.26
2014-05-14,5279.1,8391.31,12004.27
2014-05-15,4041.34,6423.74,9189.32
2014-05-16,4656.97,7401.95,10588.05
2014-05-17,4965.46,7892.31,11289.55
2014-05-18,5059.9,8042.57,11504.81
2014-05-19,4725.94,7511.67,10745.2
2014-05-20,4476.81,7115.7,10178.78
2014-05-21,3931.18,6248.22,8937.45
2014-05-22,4895.36,7781.14,11131.0
2014-05-23,5053.55,8032.62,11490.83
2014-05-24,5195.01,8257.44,11812.36
2014-05-25,5249.71,8344.38,11936.73
2014-05-26,5162.88,8206.22,11738.81
2014-05-27,4853.2,7713.82,11034.1
2014-05-28,4758.28,7562.87,10818.03
2014-05-29,4935.24,7844.2,11220.56
2014-05-30,4946.11,7861.2,11244.34
2014-05-31,4196.93,6670.44,9541.05
2014-06-01,5147.1,8181.15,11702.99
2014-06-02,5304.5,8431.5,12061.44
2014-06-03,4883.14,7761.36,11102.01
2014-06-04,4637.1,7370.08,10541.91
2014-06-05,4303.86,6840.55,9784.71
2014-06-06,5185.16,8241.75,11789.86
2014-06-07,5253.77,8350.9,11946.2
2014-06-08,5204.5,8272.5,11833.87
2014-06-09,5151.86,8188.76,11713.94
2014-06-10,5157.04,8196.94,11725.53
2014-06-11,5127.45,8149.82,11657.98
2014-06-12,4787.9,7610.04,10885.66
2014-06-13,5166.27,8211.68,11746.75
2014-06-14,5103.58,8111.93,11603.86
2014-06-15,5126.23,8147.74,11654.72
2014-06-16,5070.92,8059.65,11528.35
2014-06-17,5005.17,7955.0,11378.41
2014-06-18,5229.98,8312.64,11890.61
2014-06-19,5065.38,8050.84,11515.76
2014-06-20,4968.11,7896.1,11294.15
2014-06-21,5017.53,7975.07,11407.9
2014-06-22,5236.31,8322.98,11905.93
2014-06-23,5235.3,8321.28,11903.3
2014-06-24,5152.34,8189.44,11714.74
2014-06-25,5222.97,8301.72,11875.41
2014-06-26,5295.96,8417.65,12041.08
2014-06-27,5153.5,8190.84,11715.89
2014-06-28,5101.46,8107.86,11596.71
2014-06-29,5005.13,7954.86,11378.03
2014-06-30,4947.89,7864.04,11248.43
2014-07-01,4927.76,7832.16,11203.05
2014-07-02,5032.91,7999.31,11442.19
2014-07-03,5091.33,8092.05,11574.64
2014-07-04,5156.97,8196.56,11724.47
2014-07-05,4982.0,7918.41,11326.52
2014-07-06,5028.5,7992.39,11432.49
2014-07-07,5000.59,7948.01,11368.95
2014-07-08,5040.04,8010.73,11458.71
2014-07-09,5065.37,8050.96,11516.19
2014-07-10,5042.93,8015.12,11464.6
2014-07-11,5077.97,8070.72,11543.94
2014-07-12,4976.64,7909.44,11312.83
2014-07-13,4808.86,7642.91,10931.87
2014-07-14,5104.38,8112.93,11604.79
2014-07-15,5086.55,8084.73,11564.71
2014-07-16,5147.17,8181.03,11702.38
2014-07-17,5038.18,8007.86,11454.75
2014-07-18,5012.78,7967.43,11396.81
2014-07-19,4931.02,7837.54,11211.15
2014-07-20,5003.92,7953.47,11377.07
2014-07-21,4826.9,7672.0,10974.25
2014-07-22,4760.5,7566.41,10823.13
2014-07-23,4719.7,7501.53,10730.26
2014-07-24,4828.14,7673.79,10976.48
2014-07-25,4978.74,7913.21,11319.04
2014-07-26,4760.46,7566.31,10822.9
2014-07-27,4834.16,7683.36,10990.17
2014-07-28,4879.46,7755.44,11093.41
2014-07-29,4820.35,7661.49,10959.04
2014-07-30,4875.81,7749.43,11084.41
2014-07-31,4969.78,7898.99,11298.74
2014-08-01,4983.4,7920.64,11329.73
2014-08-02,4873.47,7745.74,11079.18
2014-08-03,4892.14,7775.59,11122.23
2014-08-04,4838.32,7690.15,11000.2
2014-08-05,4815.97,7654.54,10949.11
2014-08-06,4695.69,7463.2,10675.08
2014-08-07,4714.12,7492.4,10716.68
2014-08-08,4648.91,7388.89,10568.9
2014-08-09,4867.2,7736.04,11065.83
2014-08-10,4793.08,7618.22,10897.28
2014-08-11,4700.57,7471.12,10686.74
2014-08-12,4636.36,7368.99,10540.51
2014-08-13,4645.71,7383.88,10561.85
2014-08-14,4565.95,7257.0,10380.17
2014-08-15,4598.47,7308.66,10454.02
2014-08-16,4685.22,7446.57,10651.32
2014-08-17,4695.56,7463.16,10675.37
2014-08-18,4353.44,6919.36,9897.46
2014-08-19,4485.69,7129.47,10197.81
2014-08-20,4355.37,6922.36,9901.6
2014-08-21,4144.37,6586.99,9421.89
2014-08-22,4397.76,6989.73,9997.97
2014-08-23,4628.2,7355.91,10521.6
2014-08-24,4509.82,7167.7,10252.24
2014-08-25,4631.01,7360.36,10527.91
2014-08-26,4661.0,7408.03,10596.1
2014-08-27,4560.29,7248.1,10367.62
2014-08-28,4575.2,7271.87,10401.76
2014-08-29,4476.73,7115.26,10177.54
2014-08-30,4414.56,7016.52,10036.44
2014-08-31,4386.11,6971.31,9971.81
2014-09-01,4440.47,7057.8,10095.69
2014-09-02,4548.53,7229.6,10341.51
2014-09-03,4414.35,7016.37,10036.57
2014-09-04,4440.89,7058.25,10095.9
2014-09-05,4342.32,6901.62,9871.91
2014-09-06,4383.64,6967.51,9966.59
2014-09-07,4389.56,6976.95,9980.18
2014-09-08,4359.78,6929.63,9912.49
2014-09-09,4336.26,6892.25,9859.04
2014-09-10,4283.43,6808.33,9739.1
2014-09-11,4231.66,6725.98,9621.17
2014-09-12,4234.31,6730.16,9627.11
2014-09-13,4185.5,6652.68,9516.44
2014-09-14,4265.59,6779.99,9698.57
2014-09-15,4265.07,6779.11,9697.22
2014-09-16,4222.16,6710.81,9599.33
2014-09-17,3974.32,6316.66,9035.11
2014-09-18,3889.5,6182.12,8843.18
2014-09-19,4080.78,6486.22,9278.3
2014-09-20,4097.8,6513.3,9317.11
2014-09-21,4081.13,6486.82,9279.26
2014-09-22,4089.13,6499.46,9297.19
2014-09-23,4034.78,6413.03,9173.47
2014-09-24,3935.9,6255.58,8947.7
2014-09-25,3843.46,6108.6,8737.35
2014-09-26,3909.49,6213.77,8888.21
2014-09-27,3873.75,6156.88,8806.67
2014-09-28,3742.37,5948.21,8508.47
2014-09-29,3784.21,6014.97,8604.48
2014-09-30,3883.57,6172.97,8830.6
2014-10-01,3673.39,5838.81,8352.47
2014-10-02,3918.7,6228.8,8910.44
2014-10-03,3845.93,6113.13,8744.99
2014-10-04,3783.1,6013.25,8602.09
2014-10-05,3741.89,5947.71,8508.26
2014-10-06,3492.06,5550.48,7939.77
2014-10-07,3435.38,5460.24,7810.39
2014-10-08,3003.66,4774.08,6828.94
2014-10-09,2594.6,4124.01,5899.27
2014-10-10,3198.87,5084.5,7273.26
2014-10-11,3360.07,5340.78,7639.99
2014-10-12,3424.88,5443.88,7787.62
2014-10-13,3393.84,5394.52,7717.01
2014-10-14,3435.32,5460.49,7811.45
2014-10-15,3502.4,5567.16,7964.12
2014-10-16,3467.64,5511.88,7884.98
2014-10-17,3540.56,5627.78,8050.78
2014-10-18,3523.25,5600.14,8011.0
2014-10-19,3329.62,5292.42,7570.91
2014-10-20,3458.66,5497.64,7864.66
2014-10-21,3431.78,5454.94,7803.62
2014-10-22,3377.39,5368.44,7679.82
2014-10-23,3302.05,5248.72,7508.6
2014-10-24,3318.1,5274.18,7544.9
2014-10-25,3350.98,5326.4,7619.56
2014-10-26,3332.75,5297.39,7577.97
2014-10-27,3283.16,5218.56,7465.19
2014-10-28,3211.11,5104.12,7301.68
2014-10-29,3180.1,5054.92,7231.47
2014-10-30,3183.64,5060.58,7239.61
2014-10-31,3151.92,5010.2,7167.61
2014-11-01,2816.07,4476.27,6403.64
2014-11-02,2959.58,4704.27,6729.58
2014-11-03,2900.38,4610.27,6595.32
2014-11-04,3013.17,4789.67,6852.16
2014-11-05,2733.83,4345.67,6217.03
2014-11-06,2953.24,4694.29,6715.47
2014-11-07,2774.77,4410.59,6309.61
2014-11-08,2502.2,3977.32,5689.77
2014-11-09,2859.32,4544.9,6501.56
2014-11-10,2870.35,4562.5,6526.9
2014-11-11,2783.54,4424.55,6329.63
2014-11-12,2930.98,4659.01,6665.21
2014-11-13,2785.33,4427.46,6333.89
2014-11-14,2809.28,4465.47,6388.18
2014-11-15,2756.91,4382.3,6269.33
2014-11-16,2800.39,4451.51,6368.52
2014-11-17,2723.9,4329.9,6194.5
2014-11-18,2755.89,4380.72,6267.14
2014-11-19,2510.78,3991.02,5709.49
2014-11-20,2598.92,4131.13,5909.95
2014-11-21,2740.22,4355.83,6231.58
2014-11-22,2758.45,4384.9,6273.33
2014-11-23,2562.65,4073.72,5828.26
2014-11-24,2465.05,3918.62,5606.49
2014-11-25,2688.95,4274.54,6115.69
2014-11-26,2207.21,3508.73,5020.02
2014-11-27,2665.82,4237.78,6063.12
2014-11-28,2751.03,4373.18,6256.73
2014-11-29,2672.53,4248.31,6077.93
2014-11-30,2645.19,4204.83,6015.7
2014-12-01,2609.48,4148.03,5934.37
2014-12-02,2565.43,4077.97,5834.04
2014-12-03,2480.27,3942.57,5640.27
2014-12-04,1743.46,2771.3,3964.51
2014-12-05,2374.17,3773.85,5398.79
2014-12-06,2277.87,3620.81,5179.88
2014-12-07,2153.11,3422.52,4896.27
2014-12-08,2050.24,3258.97,4662.25
2014-12-09,2189.7,3480.73,4979.63
2014-12-10,2458.26,3907.73,5590.72
2014-12-11,2365.32,3759.82,5378.77
2014-12-12,2254.59,3583.86,5127.12
2014-12-13,2394.05,3805.7,5444.8
2014-12-14,2505.08,3982.23,5697.44
2014-12-15,2526.31,4015.95,5745.62
2014-12-16,2498.95,3972.44,5683.34
2014-12-17,2003.55,3184.91,4556.59
2014-12-18,2194.26,3488.0,4990.1
2014-12-19,2462.21,3914.0,5599.66
2014-12-20,2161.26,3435.62,4915.31
2014-12-21,2231.12,3546.73,5074.37
2014-12-22,2444.64,3886.21,5560.17
2014-12-23,2582.7,4105.68,5874.18
2014-12-24,2616.74,4159.77,5951.52
2014-12-25,2550.61,4054.53,5800.72
2014-12-26,2354.55,3742.89,5354.92
2014-12-27,2453.04,3899.49,5579.03
2014-12-28,2478.32,3939.76,5636.82
2014-12-29,2530.92,4023.35,5756.37
2014-12-30,2626.42,4175.14,5973.47
2014-12-31,2530.07,4021.91,5754.12
2015-01-01,2241.12,3562.61,5097.06
2015-01-02,2112.23,3357.78,4804.12
2015-01-03,2431.61,3865.54,5530.68
2015-01-04,2551.55,4056.29,5803.78
2015-01-05,2657.88,4225.34,6045.64
2015-01-06,2258.17,3589.88,5136.39
2015-01-07,2179.97,3465.68,4958.92
2015-01-08,2100.1,3338.73,4777.31
2015-01-09,1632.73,2595.73,3714.21
2015-01-10,2587.32,4113.38,5885.87
2015-01-11,1554.68,2471.6,3536.48
2015-01-12,2739.14,4354.51,6230.45
2015-01-13,2706.66,4302.77,6156.23
2015-01-14,2568.7,4083.55,5842.75
2015-01-15,2355.69,3744.98,5358.45
2015-01-16,2423.57,3852.84,5512.66
2015-01-17,2416.72,3841.94,5497.06
2015-01-18,2816.82,4477.92,6406.88
2015-01-19,2715.27,4316.44,6175.74
2015-01-20,2895.64,4603.07,6585.64
2015-01-21,2881.45,4580.4,6553.01
2015-01-22,2937.14,4668.88,6679.51
2015-01-23,2035.93,3236.3,4629.95
2015-01-24,2515.34,3998.3,5719.96
2015-01-25,2636.47,4190.91,5995.66
2015-01-26,1977.46,3143.38,4497.07
2015-01-27,2548.15,4050.55,5794.92
2015-01-28,2148.42,3415.25,4886.25
2015-01-29,2688.66,4274.12,6115.17
2015-01-30,3146.21,5001.58,7156.15
2015-01-31,3178.98,5053.63,7230.56
2015-02-01,3219.43,5117.77,7322.02
2015-02-02,2659.29,4227.27,6047.82
2015-02-03,2958.15,4702.35,6727.51
2015-02-04,3115.52,4952.56,7085.6
2015-02-05,2898.5,4607.49,6591.75
2015-02-06,2745.09,4363.47,6242.31
2015-02-07,2955.33,4697.75,6720.72
2015-02-08,3151.98,5010.57,7168.65
2015-02-09,3298.51,5243.52,7501.98
2015-02-10,3127.72,4972.01,7113.49
2015-02-11,2579.64,4100.98,5867.76
2015-02-12,2639.63,4196.42,6004.45
2015-02-13,3243.54,5156.46,7378.05
2015-02-14,3114.2,4950.77,7083.62
2015-02-15,2391.3,3801.44,5438.93
2015-02-16,3420.53,5437.64,7780.02
2015-02-17,1346.26,2140.16,3062.09
2015-02-18,3512.85,5584.39,7989.96
2015-02-19,3541.34,5629.89,8055.45
2015-02-20,2633.43,4186.65,5990.64
2015-02-21,2619.59,4164.55,5958.83
2015-02-22,3486.27,5542.26,7929.92
2015-02-23,2755.16,4379.72,6266.05
2015-02-24,1952.87,3104.3,4441.16
2015-02-25,3689.44,5864.98,8391.17
2015-02-26,3617.7,5750.74,8227.34
2015-02-27,3516.14,5589.19,7996.01
2015-02-28,3329.87,5293.24,7572.86
2015-03-01,3623.56,5760.19,8241.11
2015-03-02,3601.21,5724.64,8190.2
2015-03-03,3630.0,5770.3,8255.31
2015-03-04,3703.41,5887.16,8422.84
2015-03-05,3945.31,6271.69,8972.96
2015-03-06,3940.95,6264.5,8962.18
2015-03-07,3812.73,6060.6,8670.33
2015-03-08,3593.57,5712.21,8171.87
2015-03-09,3710.21,5897.47,8436.64
2015-03-10,2869.96,4561.78,6525.69
2015-03-11,3091.81,4914.52,7030.49
2015-03-12,3673.99,5840.31,8355.66
2015-03-13,4075.04,6477.85,9267.82
2015-03-14,3976.29,6320.85,9043.12
2015-03-15,4317.57,6863.34,9819.23
2015-03-16,3436.35,5462.6,7815.34
2015-03-17,4290.87,6820.88,9758.47
2015-03-18,4260.49,6772.65,9689.55
2015-03-19,4289.73,6819.16,9756.16
2015-03-20,4304.76,6843.12,9790.56
2015-03-21,4314.79,6858.95,9813.01
2015-03-22,4522.96,7189.98,10286.81
2015-03-23,3545.86,5636.61,8064.17
2015-03-24,4246.75,6750.48,9657.22
2015-03-25,4095.68,6510.24,9313.31
2015-03-26,4000.89,6359.5,9097.54
2015-03-27,4110.99,6534.4,9347.58
2015-03-28,3916.07,6224.64,8904.55
2015-03-29,3272.42,5201.67,7441.39
2015-03-30,4307.22,6846.77,9795.3
2015-03-31,4410.17,7010.4,10029.36
2015-04-01,4046.02,6431.65,9201.57
2015-04-02,4543.68,7222.61,10332.92
2015-04-03,4030.59,6406.88,9165.66
2015-04-04,4660.66,7408.56,10598.94
2015-04-05,4733.4,7524.23,10764.48
2015-04-06,4727.1,7514.07,10749.69
2015-04-07,4722.35,7506.26,10738.02
2015-04-08,4567.93,7260.47,10385.78
2015-04-09,4240.56,6740.73,9643.44
2015-04-10,4604.12,7318.94,10471.24
2015-04-11,4134.06,6571.92,9402.87
2015-04-12,4286.12,6813.67,9748.77
2015-04-13,4930.13,7837.33,11213.18
2015-04-14,4868.12,7738.54,11071.41
2015-04-15,4367.57,6942.96,9933.41
2015-04-16,5008.96,7962.54,11392.12
2015-04-17,4832.92,7682.46,10990.95
2015-04-18,4832.09,7681.1,10988.91
2015-04-19,4877.52,7753.14,11091.65
2015-04-20,4751.53,7552.5,10803.89
2015-04-21,4441.28,7059.36,10098.46
2015-04-22,4494.21,7143.66,10219.37
2015-04-23,4891.57,7775.71,11124.39
2015-04-24,5232.01,8317.07,11899.22
2015-04-25,5102.12,8110.32,11602.93
2015-04-26,5018.12,7976.63,11411.36
2015-04-27,4742.76,7538.49,10783.72
2015-04-28,4830.95,7678.46,10983.55
2015-04-29,4840.3,7693.35,11004.9
2015-04-30,4951.83,7870.86,11259.28
2015-05-01,5070.09,8058.9,11528.39
2015-05-02,4988.07,7928.69,11342.44
2015-05-03,5145.47,8179.04,11700.89
2015-05-04,5114.26,8129.44,11629.93
2015-05-05,5068.09,8055.97,11524.7
2015-05-06,4688.87,7453.11,10662.12
2015-05-07,4579.21,7278.76,10412.62
2015-05-08,4913.53,7810.07,11172.47
2015-05-09,4946.68,7862.55,11247.15
2015-05-10,4888.28,7769.88,11114.88
2015-05-11,4621.24,7345.25,10507.12
2015-05-12,4763.45,7571.54,10831.28
2015-05-13,4896.17,7782.49,11133.02
2015-05-14,4782.46,7601.93,10875.12
2015-05-15,5089.82,8090.44,11573.88
2015-05-16,5154.98,8193.78,11721.24
2015-05-17,4579.88,7279.43,10412.81
2015-05-18,2859.72,4545.26,6501.56
2015-05-19,4870.5,7741.13,11072.81
2015-05-20,5101.52,8108.37,11598.21
2015-05-21,5077.31,8070.34,11544.68
2015-05-22,5095.35,8099.14,11586.15
2015-05-23,4790.06,7613.67,10891.24
2015-05-24,4870.32,7740.89,11072.55
2015-05-25,4754.49,7556.54,10808.4
2015-05-26,4767.88,7577.84,10838.89
2015-05-27,4593.03,7299.89,10441.22
2015-05-28,4576.88,7274.1,10404.1
2015-05-29,4762.16,7569.25,10827.56
2015-05-30,5137.13,8165.45,11680.82
2015-05-31,5192.22,8253.12,11806.4
2015-06-01,5242.65,8333.29,11921.1
2015-06-02,5063.71,8048.57,11513.27
2015-06-03,4902.48,7792.24,11146.46
2015-06-04,5046.17,8020.65,11473.25
2015-06-05,5171.4,8219.96,11758.84
2015-06-06,4227.08,6718.85,9611.25
2015-06-07,4690.7,7455.49,10664.5
2015-06-08,4719.96,7501.68,10729.96
2015-06-09,4567.28,7259.17,10383.38
2015-06-10,4991.52,7933.7,11348.7
2015-06-11,5224.96,8305.0,11880.3
2015-06-12,5214.05,8287.61,11855.36
2015-06-13,5219.59,8296.46,11868.1
2015-06-14,5223.29,8302.36,11876.59
