# SOURCE: Derived from wind_turbines-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily wind energy output per turbine for small/medium/large distributed-scale turbines
# UNITS: date=YYYY-MM-DD, small_turbine_kwh, medium_turbine_kwh, large_turbine_kwh=kWh/turbine/day
# LOGIC: Wind speed extrapolated from 10m to hub height using power law (alpha=0.14). Power curve: P = P_rated * (v^3 - v_cin^3) / (v_rated^3 - v_cin^3) for v_cin <= v <= v_rated; P_rated for v_rated < v <= v_cout; 0 otherwise. Expected power computed by numerical integration of power curve over Rayleigh distribution of sub-daily wind speeds (corrects Jensen's inequality bias from using daily mean directly). System losses (availability, electrical, dust/soiling, mechanical) applied as per-turbine derating.
# DEPENDENCIES: data/energy/wind_turbines-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Power-law wind shear exponent 0.14 for open coastal terrain. (2) Sub-daily wind speed variability modeled via Rayleigh distribution (sigma = v_mean * sqrt(2/pi)). (3) No air density correction for altitude/temperature.
# TURBINES: small=bergey_excel_10 (10kW, hub 30m, rotor 7.0m, losses 12%); medium=eocycle_eo25 (25kW, hub 30m, rotor 12.6m, losses 10%); large=endurance_e3120 (50kW, hub 37m, rotor 19.2m, losses 10%)
date,small_turbine_kwh,medium_turbine_kwh,large_turbine_kwh
2017-03-30,17.88,41.52,115.32
2017-03-31,51.34,127.09,325.64
2017-04-01,96.8,244.29,568.01
2017-04-02,91.49,230.58,541.52
2017-04-03,36.26,88.38,235.39
2017-04-04,12.45,27.9,77.67
2017-04-05,27.3,65.45,178.38
2017-04-06,24.34,57.91,158.91
2017-04-07,96.42,243.3,566.11
2017-04-08,46.85,115.54,299.41
2017-04-09,56.09,139.32,352.86
2017-04-10,57.75,143.6,362.26
2017-04-11,29.77,71.76,194.36
2017-04-12,28.94,69.63,188.99
2017-04-13,18.71,43.64,121.06
2017-04-14,95.06,239.8,559.38
2017-04-15,100.74,254.46,587.36
2017-04-16,62.72,156.4,390.0
2017-04-17,83.57,210.15,501.22
2017-04-18,7.19,15.01,41.15
2017-04-19,18.55,43.21,119.9
2017-04-20,37.16,90.67,240.93
2017-04-21,24.72,58.89,161.47
2017-04-22,28.94,69.63,188.99
2017-04-23,126.99,322.34,708.57
2017-04-24,102.19,258.21,594.44
2017-04-25,74.3,186.24,452.72
2017-04-26,85.7,215.65,512.17
2017-04-27,111.63,282.61,639.51
2017-04-28,70.42,176.23,431.97
2017-04-29,1.31,1.86,4.52
2017-04-30,8.65,18.53,51.17
2017-05-01,28.94,69.63,188.99
2017-05-02,47.08,116.15,300.8
2017-05-03,69.04,172.66,424.49
2017-05-04,92.09,232.13,544.55
2017-05-05,71.57,179.19,438.13
2017-05-06,64.14,160.04,397.78
2017-05-07,66.24,165.47,409.34
2017-05-08,6.43,13.19,35.97
2017-05-09,0.16,0.11,0.2
2017-05-10,0.73,0.87,1.99
2017-05-11,94.08,237.27,554.5
2017-05-12,93.88,236.76,553.52
2017-05-13,38.06,92.98,246.49
2017-05-14,33.18,80.48,216.09
2017-05-15,49.21,121.61,313.26
2017-05-16,59.89,149.09,374.23
2017-05-17,31.88,77.17,207.89
2017-05-18,6.16,12.54,34.13
2017-05-19,71.11,178.01,435.67
2017-05-20,115.42,292.39,657.09
2017-05-21,106.06,268.2,613.08
2017-05-22,5.3,10.52,28.41
2017-05-23,92.69,233.68,547.56
2017-05-24,78.12,196.07,472.84
2017-05-25,88.84,223.73,528.13
2017-05-26,88.01,221.6,523.93
2017-05-27,1.27,1.8,4.35
2017-05-28,46.38,114.34,296.63
2017-05-29,1.78,2.77,6.9
2017-05-30,62.72,156.4,390.0
2017-05-31,59.89,149.09,374.23
2017-06-01,117.7,298.28,667.53
2017-06-02,71.34,178.6,436.9
2017-06-03,45.44,111.92,291.07
2017-06-04,74.3,186.24,452.72
2017-06-05,79.44,199.49,479.78
2017-06-06,46.61,114.94,298.02
2017-06-07,36.26,88.38,235.39
2017-06-08,35.15,85.53,228.47
2017-06-09,88.84,223.73,528.13
2017-06-10,121.41,307.9,684.27
2017-06-11,95.06,239.8,559.38
2017-06-12,109.88,278.08,631.28
2017-06-13,86.97,218.91,518.62
2017-06-14,28.94,69.63,188.99
2017-06-15,82.71,207.93,496.78
2017-06-16,65.54,163.66,405.5
2017-06-17,67.64,169.07,416.95
2017-06-18,61.07,152.14,380.83
2017-06-19,61.54,153.36,383.46
2017-06-20,92.09,232.13,544.55
2017-06-21,105.2,265.97,608.95
2017-06-22,115.56,292.77,657.76
2017-06-23,94.67,238.79,557.43
2017-06-24,79.88,200.63,482.08
2017-06-25,69.27,173.26,425.75
2017-06-26,63.67,158.82,395.19
2017-06-27,72.26,180.96,441.81
2017-06-28,94.67,238.79,557.43
2017-06-29,122.9,311.76,690.86
2017-06-30,69.73,174.45,428.24
2017-07-01,51.58,127.7,327.02
2017-07-02,3.17,5.68,14.84
2017-07-03,6.16,12.54,34.13
2017-07-04,52.05,128.92,329.76
2017-07-05,95.64,241.3,562.28
2017-07-06,119.2,302.17,674.33
2017-07-07,109.88,278.08,631.28
2017-07-08,63.67,158.82,395.19
2017-07-09,35.15,85.53,228.47
2017-07-10,64.14,160.04,397.78
2017-07-11,74.53,186.82,453.92
2017-07-12,107.08,270.83,617.96
2017-07-13,72.48,181.55,443.03
2017-07-14,19.06,44.5,123.38
2017-07-15,21.17,49.85,137.7
2017-07-16,13.14,29.62,82.48
2017-07-17,72.48,181.55,443.03
2017-07-18,111.63,282.61,639.51
2017-07-19,91.69,231.1,542.53
2017-07-20,114.83,290.87,654.38
2017-07-21,93.09,234.71,549.56
2017-07-22,96.42,243.3,566.11
2017-07-23,117.42,297.56,666.26
2017-07-24,118.25,299.71,670.04
2017-07-25,93.88,236.76,553.52
2017-07-26,43.8,107.72,281.33
2017-07-27,40.11,98.23,259.02
2017-07-28,58.23,144.82,364.93
2017-07-29,96.99,244.78,568.95
2017-07-30,93.68,236.25,552.53
2017-07-31,81.2,204.02,488.91
2017-08-01,80.1,201.2,483.22
2017-08-02,84.64,212.91,506.72
2017-08-03,92.69,233.68,547.56
2017-08-04,87.8,221.06,522.87
2017-08-05,82.5,207.38,495.66
2017-08-06,75.88,190.31,461.08
2017-08-07,107.91,273.0,621.95
2017-08-08,94.67,238.79,557.43
2017-08-09,113.03,286.21,646.02
2017-08-10,119.47,302.86,675.54
2017-08-11,117.97,299.0,668.79
2017-08-12,107.91,273.0,621.95
2017-08-13,88.42,222.67,526.03
2017-08-14,99.82,252.08,582.85
2017-08-15,115.12,291.63,655.74
2017-08-16,99.63,251.6,581.94
2017-08-17,52.05,128.92,329.76
2017-08-18,29.98,72.29,195.7
2017-08-19,62.96,157.01,391.3
2017-08-20,109.88,278.08,631.28
2017-08-21,124.67,316.34,698.61
2017-08-22,113.18,286.6,646.73
2017-08-23,75.43,189.15,458.7
2017-08-24,81.41,204.58,490.04
2017-08-25,104.85,265.08,607.28
2017-08-26,104.67,264.63,606.44
2017-08-27,93.88,236.76,553.52
2017-08-28,113.33,287.0,647.44
2017-08-29,112.87,285.81,645.3
2017-08-30,109.56,277.25,629.75
2017-08-31,119.2,302.17,674.33
2017-09-01,105.54,266.87,610.61
2017-09-02,24.72,58.89,161.47
2017-09-03,35.82,87.24,232.62
2017-09-04,82.93,208.49,497.89
2017-09-05,101.1,255.4,589.14
2017-09-06,117.56,297.92,666.89
2017-09-07,96.42,243.3,566.11
2017-09-08,68.11,170.27,419.47
2017-09-09,99.44,251.12,581.03
2017-09-10,86.34,217.28,515.4
2017-09-11,69.04,172.66,424.49
2017-09-12,44.97,110.72,288.29
2017-09-13,58.23,144.82,364.93
2017-09-14,109.56,277.25,629.75
2017-09-15,108.74,275.14,625.88
2017-09-16,71.34,178.6,436.9
2017-09-17,68.11,170.27,419.47
2017-09-18,53.71,133.2,339.31
2017-09-19,12.18,27.23,75.79
2017-09-20,67.64,169.07,416.95
2017-09-21,49.21,121.61,313.26
2017-09-22,75.21,188.57,457.51
2017-09-23,100.19,253.03,584.66
2017-09-24,70.65,176.82,433.2
2017-09-25,65.08,162.45,402.94
2017-09-26,72.03,180.37,440.59
2017-09-27,86.13,216.74,514.33
2017-09-28,96.42,243.3,566.11
2017-09-29,109.4,276.83,628.98
2017-09-30,83.14,209.04,499.01
2017-10-01,20.1,47.14,130.47
2017-10-02,28.32,68.05,185.0
2017-10-03,99.26,250.64,580.12
2017-10-04,86.97,218.91,518.62
2017-10-05,93.68,236.25,552.53
2017-10-06,74.3,186.24,452.72
2017-10-07,23.38,55.48,152.57
2017-10-08,34.05,82.71,221.58
2017-10-09,88.63,223.2,527.08
2017-10-10,90.68,228.49,537.44
2017-10-11,59.65,148.48,372.91
2017-10-12,91.29,230.06,540.51
2017-10-13,88.22,222.13,524.98
2017-10-14,64.37,160.64,399.07
2017-10-15,76.56,192.05,464.63
2017-10-16,93.29,235.22,550.55
2017-10-17,41.49,101.77,267.39
2017-10-18,32.31,78.27,210.62
2017-10-19,17.06,39.46,109.69
2017-10-20,41.95,102.96,270.18
2017-10-21,45.67,112.53,292.47
2017-10-22,43.8,107.72,281.33
2017-10-23,50.39,124.65,320.15
2017-10-24,60.13,149.7,375.56
2017-10-25,19.4,45.37,125.73
2017-10-26,17.38,40.28,111.93
2017-10-27,59.89,149.09,374.23
2017-10-28,95.64,241.3,562.28
2017-10-29,68.8,172.06,423.24
2017-10-30,71.57,179.19,438.13
2017-10-31,63.2,157.61,392.6
2017-11-01,45.91,113.13,293.86
2017-11-02,61.78,153.97,384.77
2017-11-03,87.59,220.52,521.81
2017-11-04,41.95,102.96,270.18
2017-11-05,74.3,186.24,452.72
2017-11-06,27.7,66.49,181.02
2017-11-07,37.16,90.67,240.93
2017-11-08,69.96,175.04,429.48
2017-11-09,38.97,95.31,252.06
2017-11-10,52.05,128.92,329.76
2017-11-11,26.3,62.9,171.82
2017-11-12,2.99,5.29,13.76
2017-11-13,3.74,6.95,18.36
2017-11-14,40.57,99.41,261.81
2017-11-15,36.93,90.1,239.55
2017-11-16,18.71,43.64,121.06
2017-11-17,2.0,3.21,8.09
2017-11-18,1.74,2.68,6.67
2017-11-19,28.94,69.63,188.99
2017-11-20,80.98,203.45,487.78
2017-11-21,108.91,275.56,626.66
2017-11-22,108.08,273.43,622.74
2017-11-23,69.96,175.04,429.48
2017-11-24,16.9,39.05,108.58
2017-11-25,13.28,29.97,83.46
2017-11-26,94.08,237.27,554.5
2017-11-27,62.25,155.18,387.39
2017-11-28,42.87,105.33,275.75
2017-11-29,76.11,190.89,462.27
2017-11-30,24.72,58.89,161.47
2017-12-01,15.48,35.5,98.81
2017-12-02,10.38,22.79,63.27
2017-12-03,2.93,5.17,13.42
2017-12-04,3.61,6.65,17.54
2017-12-05,16.1,37.05,103.1
2017-12-06,131.82,334.87,728.51
2017-12-07,82.06,206.26,493.42
2017-12-08,20.27,47.58,131.66
2017-12-09,2.24,3.7,9.4
2017-12-10,1.82,2.85,7.13
2017-12-11,1.78,2.77,6.9
2017-12-12,6.25,12.76,34.74
2017-12-13,85.28,214.56,510.0
2017-12-14,44.97,110.72,288.29
2017-12-15,20.81,48.94,135.27
2017-12-16,6.9,14.31,39.16
2017-12-17,5.06,9.96,26.81
2017-12-18,22.08,52.16,143.83
2017-12-19,16.42,37.85,105.28
2017-12-20,44.27,108.92,284.12
2017-12-21,60.36,150.31,376.88
2017-12-22,50.15,124.04,318.77
2017-12-23,37.83,92.4,245.1
2017-12-24,112.41,284.62,643.15
2017-12-25,117.0,296.47,664.33
2017-12-26,21.17,49.85,137.7
2017-12-27,4.98,9.77,26.29
2017-12-28,0.78,0.95,2.19
2017-12-29,9.67,21.03,58.26
2017-12-30,99.63,251.6,581.94
2017-12-31,115.12,291.63,655.74
2018-01-01,109.23,276.41,628.21
2018-01-02,51.58,127.7,327.02
2018-01-03,21.17,49.85,137.7
2018-01-04,94.08,237.27,554.5
2018-01-05,102.37,258.68,595.31
2018-01-06,74.76,187.41,455.12
2018-01-07,9.09,19.62,54.26
2018-01-08,14.14,32.12,89.46
2018-01-09,6.9,14.31,39.16
2018-01-10,2.05,3.3,8.34
2018-01-11,17.55,40.69,113.05
2018-01-12,9.78,21.32,59.08
2018-01-13,1.69,2.6,6.46
2018-01-14,107.75,272.57,621.16
2018-01-15,62.02,154.58,386.08
2018-01-16,37.16,90.67,240.93
2018-01-17,103.8,262.36,602.21
2018-01-18,57.99,144.21,363.59
2018-01-19,129.31,328.34,718.29
2018-01-20,11.26,24.96,69.38
2018-01-21,36.04,87.81,234.0
2018-01-22,29.56,71.22,193.01
2018-01-23,63.43,158.22,393.9
2018-01-24,27.7,66.49,181.02
2018-01-25,97.18,245.28,569.9
2018-01-26,107.91,273.0,621.95
2018-01-27,80.1,201.2,483.22
2018-01-28,38.51,94.14,249.27
2018-01-29,54.43,135.04,343.39
2018-01-30,36.26,88.38,235.39
2018-01-31,28.73,69.1,187.66
2018-02-01,40.11,98.23,259.02
2018-02-02,15.79,36.27,100.95
2018-02-03,4.52,8.71,23.3
2018-02-04,5.14,10.14,27.34
2018-02-05,0.1,0.06,0.1
2018-02-06,5.14,10.14,27.34
2018-02-07,6.16,12.54,34.13
2018-02-08,0.61,0.68,1.54
2018-02-09,0.78,0.95,2.19
2018-02-10,20.45,48.03,132.86
2018-02-11,36.26,88.38,235.39
2018-02-12,20.63,48.48,134.06
2018-02-13,120.65,305.92,680.84
2018-02-14,28.73,69.1,187.66
2018-02-15,33.83,82.15,220.21
2018-02-16,22.82,54.05,148.8
2018-02-17,95.06,239.8,559.38
2018-02-18,77.67,194.93,470.51
2018-02-19,7.39,15.49,42.5
2018-02-20,7.09,14.77,40.48
2018-02-21,2.44,4.12,10.54
2018-02-22,5.55,11.11,30.06
2018-02-23,1.38,2.0,4.87
2018-02-24,73.17,183.31,446.68
2018-02-25,3.68,6.8,17.94
2018-02-26,16.1,37.05,103.1
2018-02-27,54.19,134.42,342.03
2018-02-28,49.92,123.43,317.39
2018-03-01,56.57,140.54,355.55
2018-03-02,14.58,33.22,92.53
2018-03-03,2.34,3.9,9.96
2018-03-04,2.24,3.7,9.4
2018-03-05,6.07,12.33,33.53
2018-03-06,22.26,52.63,145.07
2018-03-07,10.51,23.1,64.12
2018-03-08,10.14,22.2,61.57
2018-03-09,105.2,265.97,608.95
2018-03-10,91.69,231.1,542.53
2018-03-11,89.25,224.8,530.22
2018-03-12,52.05,128.92,329.76
2018-03-13,55.14,136.87,347.45
2018-03-14,24.72,58.89,161.47
2018-03-15,91.69,231.1,542.53
2018-03-16,83.36,209.6,500.12
2018-03-17,32.96,79.93,214.72
2018-03-18,8.11,17.22,47.45
2018-03-19,17.55,40.69,113.05
2018-03-20,11.65,25.92,72.09
2018-03-21,12.72,28.58,79.58
2018-03-22,1.61,2.44,6.03
2018-03-23,48.03,118.57,306.34
2018-03-24,120.9,306.58,682.0
2018-03-25,102.19,258.21,594.44
2018-03-26,23.38,55.48,152.57
2018-03-27,13.0,29.27,81.51
2018-03-28,65.78,164.26,406.78
2018-03-29,138.29,351.72,751.83
2018-03-30,107.58,272.13,620.36
2018-03-31,40.57,99.41,261.81
2018-04-01,52.29,129.53,331.12
2018-04-02,55.62,138.1,350.16
2018-04-03,100.19,253.03,584.66
2018-04-04,50.87,125.87,322.9
2018-04-05,33.18,80.48,216.09
2018-04-06,27.1,64.94,177.06
2018-04-07,8.21,17.48,48.18
2018-04-08,100.19,253.03,584.66
2018-04-09,103.62,261.9,601.36
2018-04-10,88.01,221.6,523.93
2018-04-11,53.95,133.81,340.67
2018-04-12,8.0,16.97,46.72
2018-04-13,6.43,13.19,35.97
2018-04-14,55.62,138.1,350.16
2018-04-15,67.18,167.87,414.42
2018-04-16,42.18,103.55,271.57
2018-04-17,7.19,15.01,41.15
2018-04-18,4.15,7.88,20.96
2018-04-19,102.55,259.14,596.18
2018-04-20,67.41,168.47,415.69
2018-04-21,18.71,43.64,121.06
2018-04-22,131.9,335.08,728.84
2018-04-23,31.46,76.07,205.17
2018-04-24,61.54,153.36,383.46
2018-04-25,101.65,256.81,591.8
2018-04-26,95.45,240.8,561.31
2018-04-27,75.21,188.57,457.51
2018-04-28,20.81,48.94,135.27
2018-04-29,7.69,16.22,44.59
2018-04-30,9.55,20.74,57.45
2018-05-01,41.49,101.77,267.39
2018-05-02,0.18,0.13,0.24
2018-05-03,8.76,18.8,51.93
2018-05-04,11.26,24.96,69.38
2018-05-05,52.53,130.15,332.49
2018-05-06,16.42,37.85,105.28
2018-05-07,115.27,292.01,656.42
2018-05-08,48.03,118.57,306.34
2018-05-09,16.1,37.05,103.1
2018-05-10,74.76,187.41,455.12
2018-05-11,82.28,206.82,494.54
2018-05-12,100.19,253.03,584.66
2018-05-13,66.24,165.47,409.34
2018-05-14,71.11,178.01,435.67
2018-05-15,66.01,164.87,408.06
2018-05-16,41.26,101.18,265.99
2018-05-17,28.73,69.1,187.66
2018-05-18,13.85,31.39,87.44
2018-05-19,6.25,12.76,34.74
2018-05-20,12.45,27.9,77.67
2018-05-21,18.71,43.64,121.06
2018-05-22,9.67,21.03,58.26
2018-05-23,30.19,72.83,197.05
2018-05-24,73.4,183.9,447.89
2018-05-25,21.71,51.23,141.37
2018-05-26,3.81,7.1,18.78
2018-05-27,32.31,78.27,210.62
2018-05-28,33.83,82.15,220.21
2018-05-29,91.69,231.1,542.53
2018-05-30,85.7,215.65,512.17
2018-05-31,56.8,141.15,356.89
2018-06-01,26.5,63.4,173.12
2018-06-02,102.37,258.68,595.31
2018-06-03,82.71,207.93,496.78
2018-06-04,92.49,233.17,546.56
2018-06-05,55.85,138.71,351.51
2018-06-06,79.88,200.63,482.08
2018-06-07,59.18,147.26,370.26
2018-06-08,57.28,142.38,359.58
2018-06-09,85.28,214.56,510.0
2018-06-10,66.71,166.67,411.88
2018-06-11,52.76,130.76,333.86
2018-06-12,55.38,137.48,348.81
2018-06-13,74.3,186.24,452.72
2018-06-14,1.1,1.5,3.57
2018-06-15,8.21,17.48,48.18
2018-06-16,8.65,18.53,51.17
2018-06-17,48.26,119.18,307.73
2018-06-18,98.88,249.67,578.28
2018-06-19,71.57,179.19,438.13
2018-06-20,103.27,260.99,599.64
2018-06-21,90.27,227.44,535.39
2018-06-22,25.5,60.88,166.62
2018-06-23,82.71,207.93,496.78
2018-06-24,113.48,287.39,648.14
2018-06-25,115.42,292.39,657.09
2018-06-26,69.5,173.85,426.99
2018-06-27,55.38,137.48,348.81
2018-06-28,99.63,251.6,581.94
2018-06-29,122.78,311.44,690.33
2018-06-30,115.71,293.14,658.43
2018-07-01,104.32,263.72,604.76
2018-07-02,114.23,289.33,651.63
2018-07-03,123.26,312.69,692.46
2018-07-04,115.27,292.01,656.42
2018-07-05,96.99,244.78,568.95
2018-07-06,55.38,137.48,348.81
2018-07-07,46.38,114.34,296.63
2018-07-08,16.9,39.05,108.58
2018-07-09,69.5,173.85,426.99
2018-07-10,112.41,284.62,643.15
2018-07-11,109.56,277.25,629.75
2018-07-12,106.74,269.96,616.34
2018-07-13,93.09,234.71,549.56
2018-07-14,37.83,92.4,245.1
2018-07-15,10.63,23.4,64.98
2018-07-16,16.58,38.25,106.37
2018-07-17,64.14,160.04,397.78
2018-07-18,51.58,127.7,327.02
2018-07-19,13.56,30.68,85.44
2018-07-20,84.22,211.81,504.53
2018-07-21,89.66,225.85,532.29
2018-07-22,86.76,218.36,517.55
2018-07-23,56.33,139.93,354.2
2018-07-24,24.92,59.39,162.75
2018-07-25,1.57,2.36,5.83
2018-07-26,59.42,147.87,371.58
2018-07-27,81.85,205.7,492.3
2018-07-28,110.36,279.33,633.55
2018-07-29,86.55,217.82,516.48
2018-07-30,31.46,76.07,205.17
2018-07-31,23.95,56.93,156.36
2018-08-01,51.81,128.31,328.39
2018-08-02,97.94,247.24,573.65
2018-08-03,68.8,172.06,423.24
2018-08-04,67.41,168.47,415.69
2018-08-05,67.18,167.87,414.42
2018-08-06,96.99,244.78,568.95
2018-08-07,96.99,244.78,568.95
2018-08-08,100.74,254.46,587.36
2018-08-09,48.26,119.18,307.73
2018-08-10,29.35,70.69,191.67
2018-08-11,62.72,156.4,390.0
2018-08-12,91.49,230.58,541.52
2018-08-13,99.44,251.12,581.03
2018-08-14,96.42,243.3,566.11
2018-08-15,63.67,158.82,395.19
2018-08-16,67.18,167.87,414.42
2018-08-17,81.41,204.58,490.04
2018-08-18,86.76,218.36,517.55
2018-08-19,85.49,215.1,511.08
2018-08-20,56.8,141.15,356.89
2018-08-21,70.88,177.42,434.44
2018-08-22,98.7,249.19,577.36
2018-08-23,83.57,210.15,501.22
2018-08-24,41.95,102.96,270.18
2018-08-25,84.0,211.26,503.43
2018-08-26,103.62,261.9,601.36
2018-08-27,94.67,238.79,557.43
2018-08-28,87.8,221.06,522.87
2018-08-29,87.18,219.45,519.68
2018-08-30,85.49,215.1,511.08
2018-08-31,125.58,318.68,702.53
2018-09-01,118.39,300.07,670.66
2018-09-02,117.28,297.2,665.62
2018-09-03,107.24,271.27,618.76
2018-09-04,74.76,187.41,455.12
2018-09-05,46.85,115.54,299.41
2018-09-06,101.83,257.28,592.68
2018-09-07,117.56,297.92,666.89
2018-09-08,98.32,248.21,575.51
2018-09-09,94.86,239.29,558.41
2018-09-10,83.14,209.04,499.01
2018-09-11,71.34,178.6,436.9
2018-09-12,83.14,209.04,499.01
2018-09-13,117.42,297.56,666.26
2018-09-14,121.67,308.56,685.39
2018-09-15,101.29,255.87,590.03
2018-09-16,116.14,294.26,660.42
2018-09-17,105.2,265.97,608.95
2018-09-18,112.26,284.22,642.43
2018-09-19,84.0,211.26,503.43
2018-09-20,91.49,230.58,541.52
2018-09-21,111.79,283.01,640.24
2018-09-22,97.37,245.77,570.84
2018-09-23,94.86,239.29,558.41
2018-09-24,85.92,216.19,513.25
2018-09-25,107.58,272.13,620.36
2018-09-26,92.29,232.65,545.56
2018-09-27,69.96,175.04,429.48
2018-09-28,64.61,161.25,400.36
2018-09-29,7.39,15.49,42.5
2018-09-30,29.14,70.16,190.33
2018-10-01,80.98,203.45,487.78
2018-10-02,50.63,125.26,321.52
2018-10-03,51.1,126.48,324.27
2018-10-04,74.3,186.24,452.72
2018-10-05,88.84,223.73,528.13
2018-10-06,67.88,169.67,418.21
2018-10-07,87.38,219.98,520.75
2018-10-08,86.97,218.91,518.62
2018-10-09,97.75,246.75,572.71
2018-10-10,105.37,266.42,609.78
2018-10-11,98.13,247.73,574.58
2018-10-12,81.2,204.02,488.91
2018-10-13,39.42,96.48,254.84
2018-10-14,64.14,160.04,397.78
2018-10-15,74.3,186.24,452.72
2018-10-16,80.98,203.45,487.78
2018-10-17,72.71,182.14,444.25
2018-10-18,39.65,97.06,256.24
2018-10-19,23.95,56.93,156.36
2018-10-20,35.37,86.1,229.85
2018-10-21,2.24,3.7,9.4
2018-10-22,34.27,83.27,222.96
2018-10-23,23.38,55.48,152.57
2018-10-24,27.3,65.45,178.38
2018-10-25,31.24,75.53,203.81
2018-10-26,103.8,262.36,602.21
2018-10-27,17.38,40.28,111.93
2018-10-28,14.88,33.97,94.6
2018-10-29,18.55,43.21,119.9
2018-10-30,3.81,7.1,18.78
2018-10-31,2.88,5.04,13.08
2018-11-01,4.59,8.88,23.78
2018-11-02,7.29,15.25,41.82
2018-11-03,24.53,58.4,160.19
2018-11-04,13.85,31.39,87.44
2018-11-05,87.59,220.52,521.81
2018-11-06,45.2,111.32,289.68
2018-11-07,22.82,54.05,148.8
2018-11-08,32.1,77.72,209.25
2018-11-09,8.98,19.34,53.48
2018-11-10,59.18,147.26,370.26
2018-11-11,26.7,63.91,174.43
2018-11-12,21.35,50.31,138.92
2018-11-13,45.91,113.13,293.86
2018-11-14,78.34,196.64,474.0
2018-11-15,67.88,169.67,418.21
2018-11-16,33.83,82.15,220.21
2018-11-17,5.38,10.72,28.95
2018-11-18,17.71,41.11,114.18
2018-11-19,74.08,185.66,451.52
2018-11-20,17.06,39.46,109.69
2018-11-21,5.22,10.33,27.87
2018-11-22,53.0,131.37,335.22
2018-11-23,91.49,230.58,541.52
2018-11-24,93.49,235.74,551.54
2018-11-25,44.04,108.32,282.72
2018-11-26,0.36,0.33,0.71
2018-11-27,2.19,3.6,9.13
2018-11-28,0.36,0.33,0.71
2018-11-29,1.78,2.77,6.9
2018-11-30,58.47,145.43,366.26
2018-12-01,62.02,154.58,386.08
2018-12-02,17.22,39.87,110.81
2018-12-03,9.43,20.46,56.64
2018-12-04,75.43,189.15,458.7
2018-12-05,41.26,101.18,265.99
2018-12-06,102.37,258.68,595.31
2018-12-07,76.78,192.62,465.81
2018-12-08,37.61,91.82,243.71
2018-12-09,39.19,95.89,253.45
2018-12-10,87.38,219.98,520.75
2018-12-11,52.76,130.76,333.86
2018-12-12,71.57,179.19,438.13
2018-12-13,33.61,81.59,218.83
2018-12-14,6.43,13.19,35.97
2018-12-15,0.81,0.99,2.3
2018-12-16,21.89,51.69,142.6
2018-12-17,89.04,224.26,529.17
2018-12-18,36.93,90.1,239.55
2018-12-19,91.08,229.53,539.49
2018-12-20,103.8,262.36,602.21
2018-12-21,36.26,88.38,235.39
2018-12-22,40.79,100.0,263.2
2018-12-23,39.19,95.89,253.45
2018-12-24,31.88,77.17,207.89
2018-12-25,25.9,61.88,169.21
2018-12-26,61.31,152.75,382.15
2018-12-27,111.32,281.79,638.03
2018-12-28,85.92,216.19,513.25
2018-12-29,47.32,116.75,302.19
2018-12-30,85.92,216.19,513.25
2018-12-31,1.74,2.68,6.67
2019-01-01,9.9,21.61,59.91
2019-01-02,52.29,129.53,331.12
2019-01-03,61.54,153.36,383.46
2019-01-04,9.9,21.61,59.91
2019-01-05,68.8,172.06,423.24
2019-01-06,115.85,293.52,659.09
2019-01-07,64.61,161.25,400.36
2019-01-08,94.67,238.79,557.43
2019-01-09,67.18,167.87,414.42
2019-01-10,20.27,47.58,131.66
2019-01-11,28.32,68.05,185.0
2019-01-12,3.17,5.68,14.84
2019-01-13,89.25,224.8,530.22
2019-01-14,72.03,180.37,440.59
2019-01-15,24.72,58.89,161.47
2019-01-16,118.39,300.07,670.66
2019-01-17,98.51,248.7,576.43
2019-01-18,18.04,41.94,116.45
2019-01-19,19.92,46.69,129.28
2019-01-20,5.55,11.11,30.06
2019-01-21,0.36,0.33,0.71
2019-01-22,48.73,120.39,310.49
2019-01-23,11.78,26.24,73.01
2019-01-24,43.11,105.93,277.15
2019-01-25,9.9,21.61,59.91
2019-01-26,20.1,47.14,130.47
2019-01-27,45.91,113.13,293.86
2019-01-28,98.51,248.7,576.43
2019-01-29,1.87,2.94,7.36
2019-01-30,2.93,5.17,13.42
2019-01-31,66.48,166.07,410.61
2019-02-01,65.08,162.45,402.94
2019-02-02,35.37,86.1,229.85
2019-02-03,5.38,10.72,28.95
2019-02-04,30.61,73.9,199.75
2019-02-05,57.52,142.99,360.92
2019-02-06,22.26,52.63,145.07
2019-02-07,87.38,219.98,520.75
2019-02-08,79.88,200.63,482.08
2019-02-09,61.07,152.14,380.83
2019-02-10,101.83,257.28,592.68
2019-02-11,72.26,180.96,441.81
2019-02-12,4.82,9.41,25.27
2019-02-13,2.44,4.12,10.54
2019-02-14,81.63,205.14,491.17
2019-02-15,70.19,175.64,430.73
2019-02-16,50.87,125.87,322.9
2019-02-17,29.35,70.69,191.67
2019-02-18,81.63,205.14,491.17
2019-02-19,31.46,76.07,205.17
2019-02-20,10.38,22.79,63.27
2019-02-21,83.57,210.15,501.22
2019-02-22,68.57,171.47,421.99
2019-02-23,16.9,39.05,108.58
2019-02-24,0.59,0.65,1.46
2019-02-25,47.79,117.97,304.96
2019-02-26,93.88,236.76,553.52
2019-02-27,106.23,268.64,613.9
2019-02-28,131.65,334.43,727.84
