day,irrigation_demand_m3,community_water_demand_m3,total_water_demand_m3,east_field_demand_m3,north_field_demand_m3,south_field_demand_m3,west_field_demand_m3,east_field_etc_m3,north_field_etc_m3,south_field_etc_m3,west_field_etc_m3,community_chilled_warehouse_water_m3,community_climate_controlled_warehouse_water_m3,community_large_household_water_m3,community_medium_household_water_m3,community_meeting_hall_water_m3,community_non_conditioned_warehouse_water_m3,community_office_admin_water_m3,community_small_household_water_m3,community_total_building_water_m3,community_total_household_water_m3,community_workshop_maintenance_water_m3,gw_untreated_to_tank_m3,gw_treated_to_tank_m3,municipal_to_tank_m3,total_sourced_to_tank_m3,municipal_community_m3,irrigation_delivered_m3,overnight_refill_m3,deficit_m3,east_field_delivered_m3,north_field_delivered_m3,south_field_delivered_m3,west_field_delivered_m3,delivered_tds_ppm,sourced_tds_ppm,crop_tds_requirement_ppm,tds_exceedance_ppm,pumping_energy_kwh,treatment_energy_kwh,application_energy_kwh,east_field_application_energy_kwh,north_field_application_energy_kwh,south_field_application_energy_kwh,west_field_application_energy_kwh,well_1_pumping_kwh,well_2_pumping_kwh,well_3_pumping_kwh,total_water_energy_kwh,municipal_irrigation_cost,municipal_community_cost,groundwater_cost,total_water_cost,tank_volume_m3,tank_tds_ppm,prefill_m3,over_delivery_m3,balance_check,policy_strategy,policy_primary_source,policy_tds_action,policy_deficit,gw_cap_used_month_m3,muni_cap_used_month_m3,gw_monthly_cap_m3,muni_monthly_cap_m3,treatment_feed_m3,treatment_max_feed_m3,treatment_reject_m3,well_1_extraction_m3,well_1_tds_ppm,well_2_extraction_m3,well_2_tds_ppm,well_3_extraction_m3,well_3_tds_ppm,total_groundwater_extracted_m3,treatment_target_m3,treatment_utilization_pct,treatment_energy_multiplier,treatment_on
2010-01-01,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-02,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-03,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-04,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-05,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-06,0.0,27.705,27.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,1.05,8.25,5.4,1.68,0.525,1.575,2.4,11.655,16.05,6.3,0.0,0.0,0.0,0.0,27.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.853,0.0,13.853,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-07,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-08,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-09,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-10,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-11,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-12,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-13,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-14,0.0,26.346,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.0,0.0,0.0,0.0,26.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173,0.0,13.173,300.0,500.0,0.0,0.0,0.0,minimize_cost,none,none,False,0.0,0.0,15000,inf,0.0,2400,0.0,0.0,1400,0.0,3500,0.0,6500,0.0,0.0,0.0,1.0,True
2010-01-15,1.544,26.346,27.89,0.0,0.0,1.544,0.0,0.0,0.0,1.544,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.044,1.5,0.0,1.544,26.346,1.544,0.0,0.0,0.0,0.0,1.544,0.0,500.0,0.0,510.0,0.0,0.616,2.311,0.093,0.0,0.0,0.093,0.0,0.07,0.176,0.37,3.02,0.0,13.173,4.339,17.512,300.0,499.979,1.544,0.0,0.0,minimize_cost,gw_treated,none,False,2.187,0.0,15000,inf,2.143,2400,0.643,0.729,1400,0.729,3500,0.729,6500,2.187,0.0,0.0,1.4,True
2010-01-16,1.411,26.346,27.757,0.0,0.0,1.411,0.0,0.0,0.0,1.411,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.039,1.372,0.0,1.411,26.346,1.411,0.0,0.0,0.0,0.0,1.411,0.0,499.979,0.0,510.0,0.0,0.563,2.113,0.085,0.0,0.0,0.085,0.0,0.064,0.16,0.338,2.761,0.0,13.173,4.275,17.448,300.0,499.952,1.411,0.0,0.0,minimize_cost,gw_treated,none,False,4.186,0.0,15000,inf,1.96,2400,0.588,0.666,1400,0.666,3500,0.666,6500,1.999,0.0,0.0,1.4,True
2010-01-17,1.644,27.705,29.349,0.0,0.0,1.644,0.0,0.0,0.0,1.644,0.0,0.525,1.05,8.25,5.4,1.68,0.525,1.575,2.4,11.655,16.05,6.3,0.046,1.598,0.0,1.644,27.705,1.644,0.0,0.0,0.0,0.0,1.644,0.0,499.952,0.0,510.0,0.0,0.656,2.462,0.099,0.0,0.0,0.099,0.0,0.075,0.187,0.394,3.217,0.0,13.853,4.388,18.241,300.0,499.921,1.644,0.0,0.0,minimize_cost,gw_treated,none,False,6.515,0.0,15000,inf,2.283,2400,0.685,0.776,1400,0.776,3500,0.776,6500,2.329,0.0,0.0,1.4,True
2010-01-18,1.967,26.346,28.313,0.0,0.0,1.967,0.0,0.0,0.0,1.967,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.055,1.912,0.0,1.967,26.346,1.967,0.0,0.0,0.0,0.0,1.967,0.0,499.921,0.0,510.0,0.0,0.785,2.945,0.118,0.0,0.0,0.118,0.0,0.089,0.224,0.472,3.848,0.0,13.173,4.545,17.718,300.0,499.884,1.967,0.0,0.0,minimize_cost,gw_treated,none,False,9.302,0.0,15000,inf,2.732,2400,0.82,0.929,1400,0.929,3500,0.929,6500,2.787,0.0,0.0,1.4,True
2010-01-19,1.478,26.346,27.824,0.0,0.0,1.478,0.0,0.0,0.0,1.478,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.041,1.437,0.0,1.478,26.346,1.478,0.0,0.0,0.0,0.0,1.478,0.0,499.884,0.0,510.0,0.0,0.59,2.213,0.089,0.0,0.0,0.089,0.0,0.067,0.168,0.354,2.892,0.0,13.173,4.308,17.481,300.0,499.856,1.478,0.0,0.0,minimize_cost,gw_treated,none,False,11.396,0.0,15000,inf,2.053,2400,0.616,0.698,1400,0.698,3500,0.698,6500,2.094,0.0,0.0,1.4,True
2010-01-20,1.622,26.346,27.968,0.0,0.0,1.622,0.0,0.0,0.0,1.622,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.045,1.577,0.0,1.622,26.346,1.622,0.0,0.0,0.0,0.0,1.622,0.0,499.856,0.0,510.0,0.0,0.647,2.429,0.097,0.0,0.0,0.097,0.0,0.074,0.184,0.389,3.173,0.0,13.173,4.378,17.551,300.0,499.826,1.622,0.0,0.0,minimize_cost,gw_treated,none,False,13.693,0.0,15000,inf,2.253,2400,0.676,0.766,1400,0.766,3500,0.766,6500,2.298,0.0,0.0,1.4,True
2010-01-21,1.489,26.346,27.835,0.0,0.0,1.489,0.0,0.0,0.0,1.489,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.041,1.448,0.0,1.489,26.346,1.489,0.0,0.0,0.0,0.0,1.489,0.0,499.826,0.0,510.0,0.0,0.594,2.229,0.089,0.0,0.0,0.089,0.0,0.068,0.169,0.357,2.912,0.0,13.173,4.313,17.486,300.0,499.798,1.489,0.0,0.0,minimize_cost,gw_treated,none,False,15.803,0.0,15000,inf,2.068,2400,0.62,0.703,1400,0.703,3500,0.703,6500,2.109,0.0,0.0,1.4,True
2010-01-22,1.322,26.346,27.668,0.0,0.0,1.322,0.0,0.0,0.0,1.322,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.037,1.285,0.0,1.322,26.346,1.322,0.0,0.0,0.0,0.0,1.322,0.0,499.798,0.0,510.0,0.0,0.527,1.979,0.079,0.0,0.0,0.079,0.0,0.06,0.15,0.317,2.585,0.0,13.173,4.232,17.405,300.0,499.774,1.322,0.0,0.0,minimize_cost,gw_treated,none,False,17.676,0.0,15000,inf,1.836,2400,0.551,0.624,1400,0.624,3500,0.624,6500,1.873,0.0,0.0,1.4,True
2010-01-23,1.678,26.346,28.024,0.0,0.0,1.678,0.0,0.0,0.0,1.678,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.047,1.631,0.0,1.678,26.346,1.678,0.0,0.0,0.0,0.0,1.678,0.0,499.774,0.0,510.0,0.0,0.67,2.512,0.101,0.0,0.0,0.101,0.0,0.076,0.191,0.402,3.283,0.0,13.173,4.405,17.578,300.0,499.743,1.678,0.0,0.0,minimize_cost,gw_treated,none,False,20.053,0.0,15000,inf,2.331,2400,0.699,0.792,1400,0.792,3500,0.792,6500,2.377,0.0,0.0,1.4,True
2010-01-24,1.989,26.346,28.335,0.0,0.0,1.989,0.0,0.0,0.0,1.989,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.055,1.934,0.0,1.989,26.346,1.989,0.0,0.0,0.0,0.0,1.989,0.0,499.743,0.0,510.0,0.0,0.794,2.978,0.119,0.0,0.0,0.119,0.0,0.09,0.226,0.477,3.891,0.0,13.173,4.556,17.729,300.0,499.706,1.989,0.0,0.0,minimize_cost,gw_treated,none,False,22.871,0.0,15000,inf,2.763,2400,0.829,0.939,1400,0.939,3500,0.939,6500,2.818,0.0,0.0,1.4,True
2010-01-25,1.7,26.346,28.046,0.0,0.0,1.7,0.0,0.0,0.0,1.7,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.047,1.653,0.0,1.7,26.346,1.7,0.0,0.0,0.0,0.0,1.7,0.0,499.706,0.0,510.0,0.0,0.678,2.545,0.102,0.0,0.0,0.102,0.0,0.077,0.193,0.408,3.325,0.0,13.173,4.415,17.588,300.0,499.675,1.7,0.0,0.0,minimize_cost,gw_treated,none,False,25.279,0.0,15000,inf,2.361,2400,0.708,0.803,1400,0.803,3500,0.803,6500,2.408,0.0,0.0,1.4,True
2010-01-26,1.689,26.346,28.035,0.0,0.0,1.689,0.0,0.0,0.0,1.689,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.047,1.642,0.0,1.689,26.346,1.689,0.0,0.0,0.0,0.0,1.689,0.0,499.675,0.0,510.0,0.0,0.674,2.529,0.101,0.0,0.0,0.101,0.0,0.077,0.192,0.405,3.304,0.0,13.173,4.41,17.583,300.0,499.645,1.689,0.0,0.0,minimize_cost,gw_treated,none,False,27.672,0.0,15000,inf,2.346,2400,0.704,0.798,1400,0.798,3500,0.798,6500,2.393,0.0,0.0,1.4,True
2010-01-27,1.244,26.346,27.59,0.0,0.0,1.244,0.0,0.0,0.0,1.244,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.034,1.21,0.0,1.244,26.346,1.244,0.0,0.0,0.0,0.0,1.244,0.0,499.645,0.0,510.0,0.0,0.496,1.863,0.075,0.0,0.0,0.075,0.0,0.057,0.141,0.298,2.434,0.0,13.173,4.194,17.367,300.0,499.622,1.244,0.0,0.0,minimize_cost,gw_treated,none,False,29.434,0.0,15000,inf,1.728,2400,0.518,0.587,1400,0.587,3500,0.587,6500,1.762,0.0,0.0,1.4,True
2010-01-28,1.411,26.346,27.757,0.0,0.0,1.411,0.0,0.0,0.0,1.411,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.039,1.372,0.0,1.411,26.346,1.411,0.0,0.0,0.0,0.0,1.411,0.0,499.622,0.0,510.0,0.0,0.563,2.113,0.085,0.0,0.0,0.085,0.0,0.064,0.16,0.338,2.761,0.0,13.173,4.275,17.448,300.0,499.597,1.411,0.0,0.0,minimize_cost,gw_treated,none,False,31.433,0.0,15000,inf,1.96,2400,0.588,0.666,1400,0.666,3500,0.666,6500,1.999,0.0,0.0,1.4,True
2010-01-29,1.878,26.346,28.224,0.0,0.0,1.878,0.0,0.0,0.0,1.878,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.052,1.826,0.0,1.878,26.346,1.878,0.0,0.0,0.0,0.0,1.878,0.0,499.597,0.0,510.0,0.0,0.749,2.812,0.113,0.0,0.0,0.113,0.0,0.085,0.214,0.45,3.674,0.0,13.173,4.502,17.675,300.0,499.563,1.878,0.0,0.0,minimize_cost,gw_treated,none,False,34.094,0.0,15000,inf,2.608,2400,0.783,0.887,1400,0.887,3500,0.887,6500,2.661,0.0,0.0,1.4,True
2010-01-30,2.1,26.346,28.446,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.058,2.042,0.0,2.1,26.346,2.1,0.0,0.0,0.0,0.0,2.1,0.0,499.563,0.0,510.0,0.0,0.838,3.144,0.126,0.0,0.0,0.126,0.0,0.096,0.239,0.504,4.108,0.0,13.173,4.61,17.783,300.0,499.526,2.1,0.0,0.0,minimize_cost,gw_treated,none,False,37.069,0.0,15000,inf,2.917,2400,0.875,0.992,1400,0.992,3500,0.992,6500,2.975,0.0,0.0,1.4,True
2010-01-31,1.444,26.346,27.79,0.0,0.0,1.444,0.0,0.0,0.0,1.444,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.04,1.404,0.0,1.444,26.346,1.444,0.0,0.0,0.0,0.0,1.444,0.0,499.526,0.0,510.0,0.0,0.576,2.162,0.087,0.0,0.0,0.087,0.0,0.066,0.164,0.346,2.825,0.0,13.173,4.291,17.464,300.0,499.501,1.444,0.0,0.0,minimize_cost,gw_treated,none,False,39.115,0.0,15000,inf,2.006,2400,0.602,0.682,1400,0.682,3500,0.682,6500,2.046,0.0,0.0,1.4,True
2010-02-01,2.011,26.346,28.357,0.0,0.0,2.011,0.0,0.0,0.0,2.011,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.065,1.946,0.0,2.011,26.346,2.011,0.0,0.0,0.0,0.0,2.011,0.0,499.501,0.0,510.0,0.0,0.801,2.997,0.121,0.0,0.0,0.121,0.0,0.091,0.228,0.482,3.919,0.0,13.173,4.562,17.735,300.0,499.571,2.011,0.0,0.0,minimize_cost,gw_treated,none,False,2.845,0.0,15000,inf,2.78,2400,0.834,0.948,1400,0.948,3500,0.948,6500,2.845,0.0,0.0,1.4,True
2010-02-02,2.222,27.705,29.927,0.0,0.0,2.222,0.0,0.0,0.0,2.222,0.0,0.525,1.05,8.25,5.4,1.68,0.525,1.575,2.4,11.655,16.05,6.3,0.072,2.15,0.0,2.222,27.705,2.222,0.0,0.0,0.0,0.0,2.222,0.0,499.571,0.0,510.0,0.0,0.885,3.311,0.133,0.0,0.0,0.133,0.0,0.101,0.252,0.532,4.329,0.0,13.853,4.664,18.517,300.0,499.648,2.222,0.0,0.0,minimize_cost,gw_treated,none,False,5.988,0.0,15000,inf,3.072,2400,0.921,1.048,1400,1.048,3500,1.048,6500,3.143,0.0,0.0,1.4,True
2010-02-03,1.856,26.346,28.202,0.0,0.0,1.856,0.0,0.0,0.0,1.856,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.06,1.796,0.0,1.856,26.346,1.856,0.0,0.0,0.0,0.0,1.856,0.0,499.648,0.0,510.0,0.0,0.74,2.766,0.111,0.0,0.0,0.111,0.0,0.084,0.211,0.444,3.617,0.0,13.173,4.487,17.66,300.0,499.712,1.856,0.0,0.0,minimize_cost,gw_treated,none,False,8.614,0.0,15000,inf,2.566,2400,0.77,0.875,1400,0.875,3500,0.875,6500,2.626,0.0,0.0,1.4,True
2010-02-04,1.756,26.346,28.102,0.0,0.0,1.756,0.0,0.0,0.0,1.756,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.057,1.699,0.0,1.756,26.346,1.756,0.0,0.0,0.0,0.0,1.756,0.0,499.712,0.0,510.0,0.0,0.7,2.617,0.105,0.0,0.0,0.105,0.0,0.08,0.199,0.421,3.422,0.0,13.173,4.439,17.612,300.0,499.773,1.756,0.0,0.0,minimize_cost,gw_treated,none,False,11.098,0.0,15000,inf,2.427,2400,0.728,0.828,1400,0.828,3500,0.828,6500,2.484,0.0,0.0,1.4,True
2010-02-05,1.778,26.346,28.124,0.0,0.0,1.778,0.0,0.0,0.0,1.778,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.058,1.72,0.0,1.778,26.346,1.778,0.0,0.0,0.0,0.0,1.778,0.0,499.773,0.0,510.0,0.0,0.708,2.65,0.107,0.0,0.0,0.107,0.0,0.081,0.202,0.426,3.465,0.0,13.173,4.449,17.622,300.0,499.833,1.778,0.0,0.0,minimize_cost,gw_treated,none,False,13.614,0.0,15000,inf,2.458,2400,0.737,0.838,1400,0.838,3500,0.838,6500,2.515,0.0,0.0,1.4,True
2010-02-06,1.811,26.346,28.157,0.0,0.0,1.811,0.0,0.0,0.0,1.811,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.059,1.752,0.0,1.811,26.346,1.811,0.0,0.0,0.0,0.0,1.811,0.0,499.833,0.0,510.0,0.0,0.722,2.699,0.109,0.0,0.0,0.109,0.0,0.082,0.206,0.434,3.53,0.0,13.173,4.465,17.638,300.0,499.895,1.811,0.0,0.0,minimize_cost,gw_treated,none,False,16.176,0.0,15000,inf,2.503,2400,0.751,0.854,1400,0.854,3500,0.854,6500,2.562,0.0,0.0,1.4,True
2010-02-07,1.622,26.346,27.968,0.0,0.0,1.622,0.0,0.0,0.0,1.622,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.052,1.57,0.0,1.622,26.346,1.622,0.0,0.0,0.0,0.0,1.622,0.0,499.895,0.0,510.0,0.0,0.646,2.417,0.097,0.0,0.0,0.097,0.0,0.074,0.184,0.388,3.16,0.0,13.173,4.374,17.547,300.0,499.949,1.622,0.0,0.0,minimize_cost,gw_treated,none,False,18.47,0.0,15000,inf,2.242,2400,0.673,0.765,1400,0.765,3500,0.765,6500,2.295,0.0,0.0,1.4,True
2010-02-08,1.811,26.346,28.157,0.0,0.0,1.811,0.0,0.0,0.0,1.811,0.0,0.5,1.0,7.83,5.136,1.6,0.5,1.5,2.28,11.1,15.246,6.0,0.059,1.752,0.0,1.811,26.346,1.811,0.0,0.0,0.0,0.0,1.811,0.0,499.949,0.0,510.0,0.0,0.722,2.699,0.109,0.0,0.0,0.109,0.0,0.082,0.206,0.434,3.53,0.0,13.173,4.465,17.638,300.0,500.01,1.811,0.0,0.0,minimize_cost,gw_treated,none,False,21.032,0.0,15000,inf,2.503,2400,0.751,0.854,1400,0.854,3500,0.854,6500,2.562,0.0,0.0,1.4,True
2010-02-09,1.811,27.705,29.516,0.0,0.0,1.811,0.0,0.0,0.0,1.811,0.0,0.525,1.05,8.25,5.4,1.68,0.525,1.575,2.4,11.655,16.05,6.3,0.057,1.754,0.0,1.811,27.705,1.811,0.0,0.0,0.0,0.0,1.811,0.0,500.01,0.0,510.0,0.0,0.722,2.701,0.109,0.0,0.0,0.109,0.0,0.082,0.206,0.434,3.532,0.0,13.853,4.466,18.319,300.0,500.05,1.811,0.0,0.0,minimize_cost,gw_treated,none,False,23.595,0.0,15000,inf,2.506,2400,0.752,0.854,1400,0.854,3500,0.854,6500,2.563,0.0,0.0,1.4,True
2010-02-10,1.833,27.705,29.538,0.0,0.0,1.833,0.0,0.0,0.0,1.833,0.0,0.525,1.05,8.25,5.4,1.68,0.525,1.575,2.4,11.655,16.05,6.3,0.055,1.778,0.0,1.833,27.705,1.833,0.0,0.0,0.0,0.0,1.833,0.0,500.05,0.0,510.0,0.0,0.731,2.737,0.11,0.0,0.0,0.11,0.0,0.083,0.208,0.439,3.578,0.0,13.853,4.478,18.331,300.0,500.068,1.833,0.0,0.0,minimize_cost,gw_treated,none,False,26.19,0.0,15000,inf,2.539,2400,0.762,0.865,1400,0.865,3500,0.865,6500,2.595,0.0,0.0,1.4,True
