day,well_1_extraction_m3,well_1_tds_ppm,well_1_pumping_kwh,well_2_extraction_m3,well_2_tds_ppm,well_2_pumping_kwh,well_3_extraction_m3,well_3_tds_ppm,well_3_pumping_kwh,gw_untreated_to_tank_m3,gw_treated_to_tank_m3,municipal_to_tank_m3,total_sourced_to_tank_m3,total_groundwater_extracted_m3,sourced_tds_ppm,treatment_feed_m3,treatment_max_feed_m3,treatment_reject_m3,treatment_energy_kwh,pumping_energy_kwh,municipal_cost,groundwater_cost,total_water_cost,delivered_tds_ppm,crop_tds_requirement_ppm,tds_exceedance_ppm,total_delivered_m3,tank_flush_delivered_m3,safety_flush_m3,look_ahead_drain_m3,deficit_m3,tank_volume_m3,tank_tds_ppm,total_energy_kwh,policy_strategy,policy_primary_source,policy_flush_reason,policy_deficit,gw_cap_used_month_m3,muni_cap_used_month_m3,gw_monthly_cap_m3,muni_monthly_cap_m3,prefill_m3
2010-01-01,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-02,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-03,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-04,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-05,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-06,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-07,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-08,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-09,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-10,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-11,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-12,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-13,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-14,0.0,1400,0.0,0.0,3500,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,minimize_cost,none,none,False,0.0,0.0,inf,500,0.0
2010-01-15,42.973,1400,4.139,42.973,3500,10.347,42.973,6500,21.823,2.522,88.478,0.0,91.0,128.919,0.0,126.397,1200,37.919,97.325,36.31,0.0,47.828,47.828,500.0,510.0,0.0,30.111,0.0,0.0,0.0,0.0,560.889,499.066,133.635,minimize_cost,gw_treated,none,False,128.919,0.0,inf,500,91.0
2010-01-16,40.927,1400,3.942,40.927,3500,9.855,40.927,6500,20.784,2.402,84.265,0.0,86.667,122.78,0.0,120.378,1200,36.113,92.691,34.581,0.0,45.721,45.721,499.066,510.0,0.0,31.111,0.0,0.0,0.0,0.0,616.445,498.388,127.272,minimize_cost,gw_treated,none,False,251.699,0.0,inf,500,86.667
2010-01-17,40.245,1400,3.876,40.245,3500,9.69,40.245,6500,20.438,2.362,82.861,0.0,85.223,120.735,0.0,118.372,1200,35.512,91.147,34.005,0.0,45.019,45.019,498.388,510.0,0.0,30.333,0.0,0.0,0.0,0.0,671.335,497.862,125.151,minimize_cost,gw_treated,none,False,372.434,0.0,inf,500,85.223
2010-01-18,38.461,1400,3.704,38.461,3500,9.261,38.461,6500,19.532,2.258,79.187,0.0,81.445,115.382,0.0,113.125,1200,33.937,87.106,32.497,0.0,43.183,43.183,497.862,510.0,0.0,29.556,0.0,0.0,0.0,0.0,723.224,497.455,119.603,minimize_cost,gw_treated,none,False,487.817,0.0,inf,500,81.445
2010-01-19,38.041,1400,3.664,38.041,3500,9.16,38.041,6500,19.319,2.233,78.323,0.0,80.556,114.123,0.0,111.89,1200,33.567,86.155,32.142,0.0,42.751,42.751,497.455,510.0,0.0,26.778,0.0,0.0,0.0,0.0,777.002,497.122,118.298,minimize_cost,gw_treated,none,False,601.94,0.0,inf,500,80.556
2010-01-20,40.192,1400,3.871,40.192,3500,9.678,40.192,6500,20.411,2.359,82.752,0.0,85.111,120.576,0.0,118.217,1200,35.465,91.027,33.96,0.0,44.965,44.965,497.122,510.0,0.0,28.889,0.0,0.0,0.0,0.0,833.224,496.828,124.987,minimize_cost,gw_treated,none,False,722.516,0.0,inf,500,85.111
2010-01-21,42.763,1400,4.119,42.763,3500,10.297,42.763,6500,21.717,2.51,88.045,0.0,90.555,128.289,0.0,125.778,1200,37.734,96.849,36.132,0.0,47.612,47.612,496.828,510.0,0.0,25.778,0.0,0.0,0.0,0.0,898.001,496.567,132.982,minimize_cost,gw_treated,none,False,850.804,0.0,inf,500,90.555
2010-01-22,42.5,1400,4.093,42.5,3500,10.234,42.5,6500,21.583,2.495,87.504,0.0,89.999,127.501,0.0,125.006,1200,37.502,96.255,35.91,0.0,47.341,47.341,496.567,510.0,0.0,25.889,0.0,0.0,0.0,0.0,962.111,496.35,132.165,minimize_cost,gw_treated,none,False,978.305,0.0,inf,500,89.999
2010-01-23,33.686,1400,3.244,33.686,3500,8.111,33.686,6500,17.107,1.977,69.356,0.0,71.333,101.057,0.0,99.08,1200,29.724,76.291,28.462,0.0,38.267,38.267,496.35,510.0,0.0,33.444,0.0,0.0,0.0,0.0,1000.0,496.2,104.754,minimize_cost,gw_treated,none,False,1079.362,0.0,inf,500,71.333
2010-01-24,14.744,1400,1.42,14.744,3500,3.55,14.744,6500,7.488,0.865,30.357,0.0,31.222,44.232,0.0,43.367,1200,13.01,33.392,12.458,0.0,18.767,18.767,496.2,510.0,0.0,31.222,0.0,0.0,0.0,0.0,1000.0,496.139,45.85,minimize_cost,gw_treated,none,False,1123.594,0.0,inf,500,31.222
2010-01-25,11.963,1400,1.152,11.963,3500,2.881,11.963,6500,6.075,0.702,24.631,0.0,25.333,35.889,0.0,35.187,1200,10.556,27.094,10.108,0.0,15.904,15.904,496.139,510.0,0.0,25.333,0.0,0.0,0.0,0.0,1000.0,496.091,37.202,minimize_cost,gw_treated,none,False,1159.483,0.0,inf,500,25.333
2010-01-26,13.852,1400,1.334,13.852,3500,3.335,13.852,6500,7.035,0.813,28.52,0.0,29.333,41.556,0.0,40.743,1200,12.223,31.372,11.704,0.0,17.849,17.849,496.091,510.0,0.0,29.333,0.0,0.0,0.0,0.0,1000.0,496.037,43.076,minimize_cost,gw_treated,none,False,1201.039,0.0,inf,500,29.333
2010-01-27,14.062,1400,1.354,14.062,3500,3.386,14.062,6500,7.141,0.825,28.953,0.0,29.778,42.186,0.0,41.361,1200,12.408,31.848,11.882,0.0,18.065,18.065,496.037,510.0,0.0,29.778,0.0,0.0,0.0,0.0,1000.0,495.983,43.729,minimize_cost,gw_treated,none,False,1243.225,0.0,inf,500,29.778
2010-01-28,15.951,1400,1.536,15.951,3500,3.841,15.951,6500,8.101,0.936,32.842,0.0,33.778,47.853,0.0,46.917,1200,14.075,36.126,13.478,0.0,20.01,20.01,495.983,510.0,0.0,33.778,0.0,0.0,0.0,0.0,1000.0,495.924,49.604,minimize_cost,gw_treated,none,False,1291.078,0.0,inf,500,33.778
2010-01-29,17.945,1400,1.728,17.945,3500,4.321,17.945,6500,9.113,1.053,36.947,0.0,38.0,53.834,0.0,52.781,1200,15.834,40.641,15.162,0.0,22.062,22.062,495.924,510.0,0.0,38.0,0.0,0.0,0.0,0.0,1000.0,495.861,55.804,minimize_cost,gw_treated,none,False,1344.912,0.0,inf,500,38.0
2010-01-30,16.476,1400,1.587,16.476,3500,3.967,16.476,6500,8.367,0.967,33.922,0.0,34.889,49.427,0.0,48.46,1200,14.538,37.314,13.921,0.0,20.55,20.55,495.861,510.0,0.0,34.889,0.0,0.0,0.0,0.0,1000.0,495.804,51.235,minimize_cost,gw_treated,none,False,1394.339,0.0,inf,500,34.889
2010-01-31,16.633,1400,1.602,16.633,3500,4.005,16.633,6500,8.447,0.976,34.246,0.0,35.222,49.899,0.0,48.922,1200,14.677,37.67,14.054,0.0,20.712,20.712,495.804,510.0,0.0,35.222,0.0,0.0,0.0,0.0,1000.0,495.749,51.724,minimize_cost,gw_treated,none,False,1444.238,0.0,inf,500,35.222
2010-02-01,16.056,1400,1.546,16.056,3500,3.866,16.056,6500,8.154,0.942,33.058,0.0,34.0,48.168,0.0,47.225,1200,14.168,36.363,13.566,0.0,20.118,20.118,495.749,510.0,0.0,34.0,0.0,0.0,0.0,0.0,1000.0,495.698,49.93,minimize_cost,gw_treated,none,False,48.168,0.0,inf,500,34.0
2010-02-02,17.263,1400,1.663,17.263,3500,4.157,17.263,6500,8.767,1.013,35.543,0.0,36.556,51.789,0.0,50.775,1200,15.233,39.097,14.586,0.0,21.36,21.36,495.698,510.0,0.0,36.556,0.0,0.0,0.0,0.0,1000.0,495.645,53.683,minimize_cost,gw_treated,none,False,99.956,0.0,inf,500,36.556
2010-02-03,12.75,1400,1.228,12.75,3500,3.07,12.75,6500,6.475,0.748,26.252,0.0,27.0,38.251,0.0,37.502,1200,11.251,28.877,10.773,0.0,16.715,16.715,495.645,510.0,0.0,27.0,0.0,0.0,0.0,0.0,1000.0,495.607,39.65,minimize_cost,gw_treated,none,False,138.207,0.0,inf,500,27.0
2010-02-04,12.226,1400,1.178,12.226,3500,2.944,12.226,6500,6.209,0.718,25.171,0.0,25.889,36.677,0.0,35.959,1200,10.788,27.689,10.33,0.0,16.175,16.175,495.607,510.0,0.0,25.889,0.0,0.0,0.0,0.0,1000.0,495.572,38.018,minimize_cost,gw_treated,none,False,174.884,0.0,inf,500,25.889
2010-02-05,13.59,1400,1.309,13.59,3500,3.272,13.59,6500,6.901,0.798,27.98,0.0,28.778,40.77,0.0,39.972,1200,11.992,30.778,11.483,0.0,17.579,17.579,495.572,510.0,0.0,28.778,0.0,0.0,0.0,0.0,1000.0,495.534,42.261,minimize_cost,gw_treated,none,False,215.653,0.0,inf,500,28.778
2010-02-06,15.059,1400,1.45,15.059,3500,3.626,15.059,6500,7.648,0.884,31.005,0.0,31.889,45.177,0.0,44.293,1200,13.288,34.106,12.724,0.0,19.092,19.092,495.534,510.0,0.0,31.889,0.0,0.0,0.0,0.0,1000.0,495.492,46.83,minimize_cost,gw_treated,none,False,260.83,0.0,inf,500,31.889
2010-02-07,15.793,1400,1.521,15.793,3500,3.803,15.793,6500,8.02,0.927,32.517,0.0,33.444,47.38,0.0,46.453,1200,13.936,35.769,13.344,0.0,19.848,19.848,495.492,510.0,0.0,33.444,0.0,0.0,0.0,0.0,1000.0,495.451,49.113,minimize_cost,gw_treated,none,False,308.21,0.0,inf,500,33.444
2010-02-08,18.574,1400,1.789,18.574,3500,4.472,18.574,6500,9.433,1.09,38.243,0.0,39.333,55.723,0.0,54.632,1200,16.39,42.067,15.694,0.0,22.71,22.71,495.451,510.0,0.0,39.333,0.0,0.0,0.0,0.0,1000.0,495.403,57.761,minimize_cost,gw_treated,none,False,363.933,0.0,inf,500,39.333
2010-02-09,22.247,1400,2.143,22.247,3500,5.357,22.247,6500,11.298,1.306,45.805,0.0,47.111,66.742,0.0,65.436,1200,19.631,50.386,18.798,0.0,26.492,26.492,495.403,510.0,0.0,47.111,0.0,0.0,0.0,0.0,1000.0,495.349,69.183,minimize_cost,gw_treated,none,False,430.674,0.0,inf,500,47.111
2010-02-10,18.994,1400,1.829,18.994,3500,4.574,18.994,6500,9.646,1.115,39.107,0.0,40.222,56.982,0.0,55.867,1200,16.76,43.018,16.049,0.0,23.143,23.143,495.349,510.0,0.0,40.222,0.0,0.0,0.0,0.0,1000.0,495.304,59.067,minimize_cost,gw_treated,none,False,487.657,0.0,inf,500,40.222
2010-02-11,20.043,1400,1.93,20.043,3500,4.826,20.043,6500,10.179,1.176,41.268,0.0,42.444,60.13,0.0,58.954,1200,17.686,45.394,16.935,0.0,24.223,24.223,495.304,510.0,0.0,42.444,0.0,0.0,0.0,0.0,1000.0,495.259,62.33,minimize_cost,gw_treated,none,False,547.787,0.0,inf,500,42.444
2010-02-12,21.67,1400,2.087,21.67,3500,5.218,21.67,6500,11.005,1.272,44.617,0.0,45.889,65.011,0.0,63.739,1200,19.122,49.079,18.31,0.0,25.898,25.898,495.259,510.0,0.0,45.889,0.0,0.0,0.0,0.0,1000.0,495.213,67.389,minimize_cost,gw_treated,none,False,612.797,0.0,inf,500,45.889
2010-02-13,24.923,1400,2.4,24.923,3500,6.001,24.923,6500,12.657,1.463,51.315,0.0,52.778,74.77,0.0,73.307,1200,21.992,56.447,21.059,0.0,29.247,29.247,495.213,510.0,0.0,52.778,0.0,0.0,0.0,0.0,1000.0,495.161,77.505,minimize_cost,gw_treated,none,False,687.567,0.0,inf,500,52.778
2010-02-14,27.966,1400,2.694,27.966,3500,6.734,27.966,6500,14.203,1.642,57.58,0.0,59.222,83.899,0.0,82.258,1200,24.677,63.338,23.63,0.0,32.379,32.379,495.161,510.0,0.0,59.222,0.0,0.0,0.0,0.0,1000.0,495.107,86.969,minimize_cost,gw_treated,none,False,771.467,0.0,inf,500,59.222
2010-02-15,57.56,1400,5.544,57.56,3500,13.86,57.56,6500,29.231,3.379,118.51,0.0,121.889,172.679,0.0,169.301,1200,50.79,130.361,48.635,0.0,62.844,62.844,495.107,510.0,0.0,121.889,0.0,0.0,0.0,0.0,1000.0,495.002,178.996,minimize_cost,gw_treated,none,False,944.146,0.0,inf,500,121.889
2010-02-16,66.165,1400,6.373,66.165,3500,15.932,66.165,6500,33.601,3.884,136.227,0.0,140.111,198.494,0.0,194.61,1200,58.383,149.85,55.905,0.0,71.703,71.703,495.002,510.0,0.0,140.111,0.0,0.0,0.0,0.0,1000.0,494.896,205.755,minimize_cost,gw_treated,none,False,1142.64,0.0,inf,500,140.111
2010-02-17,66.847,1400,6.438,66.847,3500,16.096,66.847,6500,33.947,3.924,137.631,0.0,141.555,200.54,0.0,196.616,1200,58.985,151.394,56.482,0.0,72.405,72.405,494.896,510.0,0.0,141.555,0.0,0.0,0.0,0.0,1000.0,494.803,207.876,minimize_cost,gw_treated,none,False,1343.18,0.0,inf,500,141.555
2010-02-18,71.832,1400,6.918,71.832,3500,17.296,71.832,6500,36.479,4.216,147.896,0.0,152.112,215.496,0.0,211.279,1200,63.384,162.685,60.694,0.0,77.537,77.537,494.803,510.0,0.0,152.112,0.0,0.0,0.0,0.0,1000.0,494.718,223.379,minimize_cost,gw_treated,none,False,1558.676,0.0,inf,500,152.112
2010-02-19,72.409,1400,6.974,72.409,3500,17.435,72.409,6500,36.772,4.25,149.084,0.0,153.334,217.227,0.0,212.977,1200,63.893,163.992,61.181,0.0,78.131,78.131,494.718,510.0,0.0,153.334,0.0,0.0,0.0,0.0,1000.0,494.646,225.174,minimize_cost,gw_treated,none,False,1775.903,0.0,inf,500,153.334
2010-02-20,72.776,1400,7.009,72.776,3500,17.523,72.776,6500,36.959,4.272,149.839,0.0,154.111,218.328,0.0,214.056,1200,64.217,164.823,61.491,0.0,78.509,78.509,494.646,510.0,0.0,154.111,0.0,0.0,0.0,0.0,1000.0,494.584,226.315,minimize_cost,gw_treated,none,False,1994.23,0.0,inf,500,154.111
2010-02-21,73.773,1400,7.105,73.773,3500,17.764,73.773,6500,37.465,4.33,151.892,0.0,156.222,221.318,0.0,216.988,1200,65.096,167.081,62.334,0.0,79.535,79.535,494.584,510.0,0.0,156.222,0.0,0.0,0.0,0.0,1000.0,494.531,229.415,minimize_cost,gw_treated,none,False,2215.549,0.0,inf,500,156.222
2010-02-22,57.087,1400,5.498,57.087,3500,13.746,57.087,6500,28.991,3.351,117.537,0.0,120.888,171.261,0.0,167.91,1200,50.373,129.291,48.235,0.0,62.358,62.358,494.531,510.0,0.0,120.888,0.0,0.0,0.0,0.0,1000.0,494.496,177.526,minimize_cost,gw_treated,none,False,2386.81,0.0,inf,500,120.888
2010-02-23,61.233,1400,5.898,61.233,3500,14.744,61.233,6500,31.096,3.594,126.073,0.0,129.667,183.698,0.0,180.104,1200,54.031,138.68,51.738,0.0,66.625,66.625,494.496,510.0,0.0,129.667,0.0,0.0,0.0,0.0,1000.0,494.463,190.418,minimize_cost,gw_treated,none,False,2570.508,0.0,inf,500,129.667
2010-02-24,65.588,1400,6.317,65.588,3500,15.793,65.588,6500,33.308,3.85,135.039,0.0,138.889,196.763,0.0,192.913,1200,57.874,148.543,55.418,0.0,71.109,71.109,494.463,510.0,0.0,138.889,0.0,0.0,0.0,0.0,1000.0,494.433,203.961,minimize_cost,gw_treated,none,False,2767.271,0.0,inf,500,138.889
2010-02-25,69.418,1400,6.686,69.418,3500,16.715,69.418,6500,35.253,4.075,142.925,0.0,147.0,208.254,0.0,204.179,1200,61.254,157.218,58.654,0.0,75.052,75.052,494.433,510.0,0.0,147.0,0.0,0.0,0.0,0.0,1000.0,494.405,215.872,minimize_cost,gw_treated,none,False,2975.525,0.0,inf,500,147.0
2010-02-26,48.43,1400,4.665,48.43,3500,11.661,48.43,6500,24.595,2.843,99.713,0.0,102.556,145.29,0.0,142.448,1200,42.734,109.685,40.921,0.0,53.446,53.446,494.405,510.0,0.0,102.556,0.0,0.0,0.0,0.0,1000.0,494.389,150.605,minimize_cost,gw_treated,none,False,3120.815,0.0,inf,500,102.556
2010-02-27,60.131,1400,5.791,60.131,3500,14.479,60.131,6500,30.537,3.53,123.803,0.0,127.333,180.392,0.0,176.862,1200,53.059,136.184,50.807,0.0,65.491,65.491,494.389,510.0,0.0,127.333,0.0,0.0,0.0,0.0,1000.0,494.37,186.991,minimize_cost,gw_treated,none,False,3301.207,0.0,inf,500,127.333
2010-02-28,77.131,1400,7.429,77.131,3500,18.572,77.131,6500,39.17,4.527,158.807,0.0,163.334,231.394,0.0,226.867,1200,68.06,174.687,65.172,0.0,82.992,82.992,494.37,510.0,0.0,163.334,0.0,0.0,0.0,0.0,1000.0,494.35,239.859,minimize_cost,gw_treated,none,False,3532.601,0.0,inf,500,163.334
2010-03-01,69.208,1400,6.666,69.208,3500,16.664,69.208,6500,35.147,4.062,142.493,0.0,146.555,207.623,0.0,203.561,1200,61.068,156.742,58.477,0.0,74.835,74.835,494.35,510.0,0.0,146.555,0.0,0.0,0.0,0.0,1000.0,494.334,215.218,minimize_cost,gw_treated,none,False,207.623,0.0,inf,500,146.555
2010-03-02,74.56,1400,7.181,74.56,3500,17.953,74.56,6500,37.865,4.376,153.513,0.0,157.889,223.68,0.0,219.304,1200,65.791,168.864,62.999,0.0,80.345,80.345,494.334,510.0,0.0,157.889,0.0,0.0,0.0,0.0,1000.0,494.32,231.863,minimize_cost,gw_treated,none,False,431.303,0.0,inf,500,157.889
2010-03-03,78.863,1400,7.596,78.863,3500,18.989,78.863,6500,40.05,4.629,162.371,0.0,167.0,236.588,0.0,231.959,1200,69.588,178.608,66.634,0.0,84.775,84.775,494.32,510.0,0.0,167.0,0.0,0.0,0.0,0.0,1000.0,494.307,245.242,minimize_cost,gw_treated,none,False,667.891,0.0,inf,500,167.0
2010-03-04,82.798,1400,7.975,82.798,3500,19.937,82.798,6500,42.048,4.86,170.473,0.0,175.333,248.393,0.0,243.533,1200,73.06,187.52,69.959,0.0,88.826,88.826,494.307,510.0,0.0,175.333,0.0,0.0,0.0,0.0,1000.0,494.296,257.479,minimize_cost,gw_treated,none,False,916.284,0.0,inf,500,175.333
2010-03-05,81.486,1400,7.848,81.486,3500,19.621,81.486,6500,41.382,4.783,167.772,0.0,172.555,244.457,0.0,239.674,1200,71.902,184.549,68.851,0.0,87.475,87.475,494.296,510.0,0.0,172.555,0.0,0.0,0.0,0.0,1000.0,494.287,253.4,minimize_cost,gw_treated,none,False,1160.741,0.0,inf,500,172.555
2010-03-06,75.4,1400,7.262,75.4,3500,18.155,75.4,6500,38.291,4.426,155.241,0.0,159.667,226.199,0.0,221.773,1200,66.532,170.765,63.708,0.0,81.21,81.21,494.287,510.0,0.0,159.667,0.0,0.0,0.0,0.0,1000.0,494.28,234.474,minimize_cost,gw_treated,none,False,1386.94,0.0,inf,500,159.667
2010-03-07,84.058,1400,8.096,84.058,3500,20.24,84.058,6500,42.688,4.934,173.067,0.0,178.001,252.173,0.0,247.239,1200,74.172,190.374,71.024,0.0,90.123,90.123,494.28,510.0,0.0,178.001,0.0,0.0,0.0,0.0,1000.0,494.274,261.397,minimize_cost,gw_treated,none,False,1639.113,0.0,inf,500,178.001
2010-03-08,90.563,1400,8.723,90.563,3500,21.806,90.563,6500,45.992,5.316,186.462,0.0,191.778,271.69,0.0,266.374,1200,79.912,205.108,76.521,0.0,96.82,96.82,494.274,510.0,0.0,191.778,0.0,0.0,0.0,0.0,1000.0,494.268,281.629,minimize_cost,gw_treated,none,False,1910.803,0.0,inf,500,191.778
2010-03-09,84.214,1400,8.111,84.214,3500,20.278,84.214,6500,42.767,4.943,173.39,0.0,178.333,252.643,0.0,247.7,1200,74.31,190.729,71.156,0.0,90.284,90.284,494.268,510.0,0.0,178.333,0.0,0.0,0.0,0.0,1000.0,494.264,261.885,minimize_cost,gw_treated,none,False,2163.446,0.0,inf,500,178.333
2010-03-10,83.48,1400,8.04,83.48,3500,20.101,83.48,6500,42.395,4.9,171.878,0.0,176.778,250.44,0.0,245.54,1200,73.662,189.066,70.536,0.0,89.528,89.528,494.264,510.0,0.0,176.778,0.0,0.0,0.0,0.0,1000.0,494.26,259.601,minimize_cost,gw_treated,none,False,2413.886,0.0,inf,500,176.778
2010-03-11,88.569,1400,8.531,88.569,3500,21.326,88.569,6500,44.979,5.199,182.356,0.0,187.555,265.708,0.0,260.509,1200,78.153,200.592,74.836,0.0,94.767,94.767,494.26,510.0,0.0,187.555,0.0,0.0,0.0,0.0,1000.0,494.257,275.428,minimize_cost,gw_treated,none,False,2679.593,0.0,inf,500,187.555
2010-03-12,93.449,1400,9.001,93.449,3500,22.501,93.449,6500,47.457,5.485,192.404,0.0,197.889,280.348,0.0,274.862,1200,82.459,211.644,78.959,0.0,99.791,99.791,494.257,510.0,0.0,197.889,0.0,0.0,0.0,0.0,1000.0,494.255,290.603,minimize_cost,gw_treated,none,False,2959.941,0.0,inf,500,197.889
2010-03-13,88.622,1400,8.536,88.622,3500,21.339,88.622,6500,45.006,5.202,182.465,0.0,187.667,265.866,0.0,260.664,1200,78.199,200.712,74.881,0.0,94.822,94.822,494.255,510.0,0.0,187.667,0.0,0.0,0.0,0.0,1000.0,494.253,275.592,minimize_cost,gw_treated,none,False,3225.808,0.0,inf,500,187.667
2010-03-14,75.662,1400,7.287,75.662,3500,18.218,75.662,6500,38.424,4.441,155.781,0.0,160.222,226.985,0.0,222.544,1200,66.763,171.359,63.93,0.0,81.479,81.479,494.253,510.0,0.0,160.222,0.0,0.0,0.0,0.0,1000.0,494.251,235.289,minimize_cost,gw_treated,none,False,3452.793,0.0,inf,500,160.222
2010-03-15,79.65,1400,7.671,79.65,3500,19.179,79.65,6500,40.449,4.675,163.992,0.0,168.667,238.949,0.0,234.274,1200,70.282,180.391,67.299,0.0,85.585,85.585,494.251,510.0,0.0,168.667,0.0,0.0,0.0,0.0,1000.0,494.25,247.69,minimize_cost,gw_treated,none,False,3691.742,0.0,inf,500,168.667
2010-03-16,79.702,1400,7.676,79.702,3500,19.191,79.702,6500,40.476,4.678,164.1,0.0,168.778,239.106,0.0,234.428,1200,70.328,180.51,67.344,0.0,85.639,85.639,494.25,510.0,0.0,168.778,0.0,0.0,0.0,0.0,1000.0,494.249,247.853,minimize_cost,gw_treated,none,False,3930.848,0.0,inf,500,168.778
2010-03-17,67.371,1400,6.489,67.371,3500,16.222,67.371,6500,34.214,3.955,138.711,0.0,142.666,202.114,0.0,198.159,1200,59.448,152.583,56.925,0.0,72.945,72.945,494.249,510.0,0.0,142.666,0.0,0.0,0.0,0.0,1000.0,494.248,209.507,minimize_cost,gw_treated,none,False,4132.962,0.0,inf,500,142.666
2010-03-18,79.544,1400,7.661,79.544,3500,19.153,79.544,6500,40.396,4.669,163.775,0.0,168.444,238.633,0.0,233.964,1200,70.189,180.152,67.21,0.0,85.477,85.477,494.248,510.0,0.0,168.444,0.0,0.0,0.0,0.0,1000.0,494.248,247.363,minimize_cost,gw_treated,none,False,4371.595,0.0,inf,500,168.444
2010-03-19,95.705,1400,9.218,95.705,3500,23.045,95.705,6500,48.603,5.618,197.048,0.0,202.666,287.115,0.0,281.498,1200,84.449,216.753,80.865,0.0,102.113,102.113,494.248,510.0,0.0,202.666,0.0,0.0,0.0,0.0,1000.0,494.247,297.618,minimize_cost,gw_treated,none,False,4658.711,0.0,inf,500,202.666
