# SOURCE: Derived from daily_weather_openfield-research.csv and pv_microclimate_factors-research.csv
# DATE: 2026-02-23
# DESCRIPTION: Daily weather under agri-PV panels (spatial average at crop level). Open-field weather adjusted by microclimate factors for density_variant=high (GCR=80%).
# UNITS: date=YYYY-MM-DD, temp_max_c=Celsius, temp_min_c=Celsius, solar_irradiance_kwh_m2=kWh/m2/day, wind_speed_ms=m/s, precip_mm=mm/day
# LOGIC: temp_new = temp_openfield + temp_adjustment_c (-2.50C); solar_new = solar_openfield * irradiance_multiplier (0.35); wind_new = wind_openfield * wind_speed_multiplier (0.60). Precipitation passed through unchanged (no panel interception in factors).
# DEPENDENCIES: daily_weather_openfield-*.csv, pv_microclimate_factors-*.csv
# ASSUMPTIONS: Microclimate factors represent spatial average across planted area. Panel height 3m, fixed-tilt 28deg. Values from peer-reviewed agri-PV studies.
# DENSITY_VARIANT: high (ground_coverage_pct=80)
date,temp_max_c,temp_min_c,solar_irradiance_kwh_m2,wind_speed_ms,precip_mm,weather_scenario_id
2010-05-25,27.46,18.14,2.92,3.87,0.0,001
2010-05-26,32.05,19.54,2.9,2.5,0.0,001
2010-05-27,30.72,22.97,2.52,3.55,0.0,001
2010-05-28,26.39,20.55,2.82,5.33,0.0,001
2010-05-29,28.65,19.69,2.94,3.63,0.0,001
2010-05-30,29.59,19.48,2.93,2.5,0.0,001
2010-05-31,31.09,21.63,2.94,2.06,0.0,001
2010-06-01,33.91,23.01,2.76,1.36,0.0,001
2010-06-02,30.3,23.63,2.82,3.44,0.0,001
2010-06-03,29.48,22.8,2.64,3.63,0.0,001
2010-06-04,29.27,21.53,2.87,4.03,0.0,001
2010-06-05,28.93,20.76,2.96,4.15,0.0,001
2010-06-06,34.46,22.18,2.86,2.66,0.0,001
2010-06-07,34.85,24.86,2.85,1.08,0.0,001
2010-06-08,29.59,22.47,2.78,5.09,0.0,001
2010-06-09,27.93,20.44,2.99,5.31,0.0,001
2010-06-10,29.56,19.76,3.0,3.34,0.0,001
2010-06-11,31.09,22.74,2.75,2.05,0.0,001
2010-06-12,28.92,21.25,2.85,2.75,0.0,001
2010-06-13,29.63,22.87,2.93,2.88,0.0,001
2010-06-14,29.86,22.68,2.89,3.91,0.0,001
2010-06-15,30.95,22.36,2.96,4.2,0.0,001
2010-06-16,31.9,21.69,3.0,2.29,0.0,001
2010-06-17,32.8,23.85,2.93,3.13,0.0,001
2010-06-18,32.46,23.66,2.97,3.2,0.0,001
2010-06-19,32.55,23.57,2.92,3.1,0.0,001
2010-06-20,35.55,25.86,2.79,1.45,0.0,001
2010-06-21,36.48,25.88,2.93,2.08,0.0,001
2010-06-22,35.41,27.21,2.84,3.34,0.0,001
2010-06-23,33.28,24.82,2.93,2.65,0.0,001
2010-06-24,31.19,25.83,2.85,4.1,0.0,001
2010-06-25,28.32,22.78,2.97,5.0,0.0,001
2010-06-26,27.91,21.17,3.02,4.46,0.0,001
2010-06-27,29.13,20.81,2.97,3.88,0.0,001
2010-06-28,34.01,22.09,3.05,2.71,0.0,001
2010-06-29,35.36,25.28,2.94,2.27,0.0,001
2010-06-30,30.89,23.91,2.9,4.48,0.0,001
2010-07-01,29.43,22.2,2.99,4.76,0.0,001
2010-07-02,28.24,20.95,3.0,4.39,0.0,001
2010-07-03,29.82,21.43,2.98,3.55,0.0,001
2010-07-04,31.26,22.55,2.87,2.56,0.0,001
2010-07-05,31.05,23.53,2.87,2.74,0.0,001
2010-07-06,31.55,23.63,2.87,3.35,0.0,001
2010-07-07,31.51,24.14,2.81,4.07,0.0,001
2010-07-08,30.54,23.93,2.78,5.3,0.0,001
2010-07-09,31.48,23.23,2.75,5.12,0.0,001
2010-07-10,30.43,23.18,2.76,4.97,0.0,001
2010-07-11,31.23,23.81,2.74,5.24,0.0,001
2010-07-12,34.13,24.74,2.67,3.5,0.0,001
2010-07-13,32.78,23.87,2.59,4.8,0.0,001
2010-07-14,32.23,24.21,2.77,5.05,0.0,001
2010-07-15,32.1,24.43,2.8,4.28,0.0,001
2010-07-16,32.3,25.4,2.43,2.05,0.0,001
2010-07-17,32.49,26.24,2.49,3.41,0.0,001
2010-07-18,32.71,25.53,2.78,3.8,0.0,001
2010-07-19,31.92,25.11,2.82,4.48,0.0,001
2010-07-20,32.22,23.49,2.88,4.53,0.0,001
2010-07-21,32.19,22.3,2.92,4.85,0.0,001
2010-07-22,31.13,21.66,2.87,3.59,0.0,001
2010-07-23,30.35,23.5,2.81,3.43,0.0,001
2010-07-24,31.22,24.27,2.82,3.01,0.0,001
2010-07-25,31.67,25.05,2.79,1.87,0.0,001
2010-07-26,33.15,26.13,2.79,2.08,0.0,001
2010-07-27,34.49,26.38,2.77,3.02,0.0,001
2010-07-28,31.87,25.01,2.84,4.53,0.0,001
2010-07-29,30.39,21.68,2.85,3.17,0.0,001
2010-07-30,31.4,23.61,2.79,2.15,0.0,001
2010-07-31,31.76,24.86,2.59,1.51,0.0,001
2010-08-01,32.89,25.59,2.49,3.25,0.0,001
2010-08-02,33.73,25.95,2.61,4.73,0.0,001
2010-08-03,33.46,25.46,2.65,4.42,0.0,001
2010-08-04,33.11,25.47,2.73,3.43,0.0,001
2010-08-05,35.11,26.81,2.77,1.26,0.0,001
2010-08-06,35.24,27.61,2.73,1.12,0.0,001
2010-08-07,35.87,27.57,2.6,3.41,0.0,001
2010-08-08,34.19,26.19,2.62,4.06,0.0,001
2010-08-09,32.34,25.34,2.67,4.48,0.0,001
2010-08-10,31.79,24.13,2.76,4.48,0.0,001
2010-08-11,32.22,24.2,2.7,3.73,0.0,001
2010-08-12,31.99,24.32,2.6,4.16,0.0,001
2010-08-13,32.33,24.67,2.56,4.42,0.0,001
2010-08-14,32.39,24.74,2.58,4.29,0.0,001
2010-08-15,34.18,25.49,2.59,3.47,0.0,001
2010-08-16,33.97,25.41,2.6,3.52,0.0,001
2010-08-17,33.96,27.07,2.39,3.62,0.0,001
2010-08-18,34.68,26.96,2.49,2.49,0.0,001
2010-08-19,34.85,26.52,2.51,2.62,0.0,001
2010-08-20,35.47,27.02,2.45,3.78,0.0,001
2010-08-21,34.21,27.23,2.54,5.0,0.0,001
2010-08-22,33.16,25.79,2.62,4.59,0.0,001
2010-08-23,32.3,25.45,2.57,3.86,0.0,001
2010-08-24,32.32,25.31,2.55,3.76,0.0,001
2010-08-25,31.47,24.83,2.57,4.39,0.0,001
2010-08-26,30.26,23.84,2.57,4.31,0.0,001
2010-08-27,31.09,23.89,2.62,2.48,0.0,001
2010-08-28,31.54,24.22,2.55,2.93,0.0,001
2010-08-29,33.54,24.41,2.55,3.86,0.0,001
2010-08-30,32.77,23.31,2.63,4.22,0.0,001
2010-08-31,30.93,22.79,2.68,4.67,0.0,001
2010-09-01,31.7,22.85,2.55,3.78,0.0,001
2010-09-02,30.66,23.6,2.56,4.21,0.0,001
2010-09-03,31.06,22.47,2.56,3.7,0.0,001
2010-09-04,31.76,23.0,2.49,3.91,0.0,001
2010-09-05,30.85,23.4,2.44,4.03,0.0,001
2010-09-06,32.8,23.5,2.58,3.9,0.0,001
2010-09-07,34.33,23.03,2.47,3.62,0.0,001
2010-09-08,32.05,23.63,2.44,3.83,0.0,001
2010-09-09,30.49,22.94,2.44,4.17,0.0,001
2010-09-10,31.32,23.41,2.44,3.77,0.0,001
2010-09-11,30.24,22.83,2.45,4.21,0.0,001
2010-09-12,32.79,23.62,2.44,3.21,0.0,001
2010-09-13,31.28,22.78,2.39,4.45,0.0,001
2010-09-14,28.58,20.91,2.42,4.57,0.0,001
2010-09-15,28.04,21.69,2.45,4.15,0.0,001
2010-09-16,29.01,21.58,2.36,3.93,0.0,001
2010-09-17,28.35,22.73,2.37,5.02,0.0,001
2010-09-18,28.85,20.92,2.41,4.4,0.0,001
2010-09-19,27.99,21.24,2.4,2.08,0.0,001
2010-09-20,29.76,22.24,2.34,1.29,0.0,001
2010-09-21,30.32,23.66,2.11,2.75,0.0,001
2010-09-22,30.8,23.51,1.26,3.21,0.0,001
2010-09-23,31.36,24.18,2.1,2.81,0.0,001
2010-09-24,31.6,24.06,1.93,3.47,0.0,001
2010-09-25,31.44,24.05,2.01,3.79,0.0,001
2010-09-26,31.86,23.34,2.04,2.48,0.0,001
2010-09-27,33.53,24.73,1.99,2.72,0.0,001
2010-09-28,34.28,25.15,1.96,2.5,0.0,001
2010-09-29,33.63,24.7,2.04,2.3,0.0,001
2010-09-30,34.37,24.54,2.09,1.7,0.0,001
2010-10-01,32.49,24.71,2.01,1.52,0.0,001
2010-10-02,34.13,26.53,1.94,1.0,0.0,001
2010-10-03,33.4,25.67,1.84,1.36,0.0,001
2010-10-04,31.13,24.46,1.69,3.04,0.0,001
2010-10-05,29.9,24.05,1.78,3.67,0.0,001
2010-10-06,27.72,22.37,1.97,4.65,0.0,001
2010-10-07,27.16,21.44,2.05,4.49,0.0,001
2010-10-08,26.72,20.56,2.11,4.05,0.0,001
2010-10-09,28.27,21.12,2.08,2.3,0.0,001
2010-10-10,28.79,23.02,1.95,1.34,0.0,001
2010-10-11,27.81,20.69,2.0,3.64,0.0,001
2010-10-12,27.24,21.16,2.04,2.86,0.0,001
2010-10-13,31.7,22.01,1.81,1.97,0.0,001
2010-10-14,30.87,23.95,1.96,1.74,0.0,001
2010-10-15,32.98,25.14,1.92,0.76,0.0,001
2010-10-16,32.38,25.73,1.8,0.77,0.0,001
2010-10-17,30.73,24.8,1.8,2.09,0.0,001
2010-10-18,32.04,23.72,1.84,1.0,0.0,001
2010-10-19,34.12,25.78,1.88,1.08,0.0,001
2010-10-20,31.93,25.05,1.89,2.04,0.0,001
2010-10-21,30.87,23.33,1.85,2.33,0.0,001
2010-10-22,30.14,22.64,1.81,3.25,0.0,001
2010-10-23,28.28,22.21,1.85,3.92,0.0,001
2010-10-24,27.39,20.86,1.83,4.02,0.0,001
2010-10-25,27.39,20.45,1.86,4.37,0.0,001
2010-10-26,27.39,20.36,1.88,2.59,0.0,001
2010-10-27,30.41,20.78,1.88,1.65,0.0,001
2010-10-28,30.95,23.37,1.82,1.37,0.0,001
2010-10-29,25.53,20.86,1.71,4.75,0.0,001
2010-10-30,23.9,19.11,1.72,3.99,0.0,001
2010-10-31,24.14,19.07,1.73,3.28,0.0,001
2010-11-01,24.53,18.16,1.79,3.64,0.0,001
2010-11-02,26.23,18.01,1.78,2.0,0.0,001
2010-11-03,28.04,19.39,1.7,2.32,0.0,001
2010-11-04,28.81,20.17,1.62,1.35,0.0,001
2010-11-05,28.64,21.88,1.61,2.35,0.0,001
2010-11-06,27.63,21.19,1.54,2.99,0.0,001
2010-11-07,24.99,19.59,1.6,3.64,0.0,001
2010-11-08,25.09,18.75,1.67,2.57,0.0,001
2010-11-09,26.18,19.19,1.35,1.9,0.0,001
2010-11-10,26.88,19.35,1.56,1.85,0.0,001
2010-11-11,26.93,20.31,1.56,2.26,0.0,001
2010-11-12,27.51,20.63,1.57,1.51,0.0,001
2010-11-13,27.43,21.1,1.2,1.28,0.0,001
2010-11-14,28.77,21.4,1.53,1.48,0.0,001
2010-11-15,27.5,21.65,1.1,1.67,0.0,001
2010-11-16,25.54,20.71,1.39,3.01,0.03,001
2010-11-17,25.93,20.12,1.45,2.02,0.0,001
2010-11-18,27.91,20.51,1.5,1.5,0.0,001
2010-11-19,28.09,19.82,1.53,1.77,0.0,001
2010-11-20,27.41,19.22,1.5,2.23,0.0,001
2010-11-21,25.04,19.06,1.51,3.09,0.0,001
2010-11-22,23.85,17.71,1.53,3.49,0.0,001
2010-11-23,24.09,17.74,1.53,2.06,0.0,001
2010-11-24,24.68,18.25,1.29,1.77,0.0,001
2010-11-25,25.73,18.84,1.42,2.02,0.0,001
2010-11-26,26.23,19.04,1.42,2.01,0.0,001
2010-11-27,27.14,19.19,1.41,2.03,0.0,001
2010-11-28,27.7,19.2,1.43,1.26,0.0,001
2010-11-29,26.62,20.03,1.5,1.76,0.0,001
2010-11-30,26.23,19.05,1.53,1.16,0.0,001
2010-12-01,25.69,17.7,1.54,1.43,0.0,001
2010-12-02,25.84,17.42,1.55,1.54,0.0,001
2010-12-03,25.82,17.61,1.46,1.4,0.0,001
2010-12-04,26.4,18.33,1.46,1.42,0.0,001
2010-12-05,25.3,18.41,1.47,1.67,0.0,001
2010-12-06,21.95,15.6,1.44,4.63,0.0,001
2010-12-07,20.51,14.06,1.45,2.91,0.0,001
2010-12-08,20.25,14.68,1.33,2.27,0.0,001
2010-12-09,22.27,15.57,1.31,2.97,0.0,001
2010-12-10,20.53,15.26,1.38,3.34,0.02,001
2010-12-11,21.51,14.06,1.07,3.67,0.04,001
2010-12-12,14.99,10.47,1.12,5.79,0.0,001
2010-12-13,14.6,9.38,1.27,3.43,0.0,001
2010-12-14,16.48,12.16,1.3,0.57,0.0,001
2010-12-15,19.44,12.67,1.07,1.24,0.0,001
2010-12-16,22.11,16.75,1.38,1.04,0.0,001
2010-12-17,22.77,16.47,1.39,1.11,0.0,001
2010-12-18,18.58,13.82,1.35,4.23,0.0,001
2010-12-19,17.85,11.3,1.4,3.41,0.0,001
2010-12-20,21.6,12.58,1.33,2.18,0.0,001
2010-12-21,21.81,14.53,1.32,2.17,0.0,001
2010-12-22,21.98,15.77,1.25,2.74,0.0,001
2010-12-23,23.09,14.34,1.23,3.35,0.0,001
2010-12-24,23.14,13.07,1.43,2.11,0.0,001
2010-12-25,21.5,13.99,1.45,1.71,0.0,001
2010-12-26,22.26,15.11,1.44,1.11,0.0,001
2010-12-27,22.7,14.73,1.43,1.93,0.0,001
2010-12-28,23.22,15.4,1.42,2.54,0.0,001
2010-12-29,22.55,15.57,0.5,3.37,5.31,001
2010-12-30,18.66,14.58,0.79,4.6,0.94,001
2010-12-31,17.12,12.78,1.24,4.21,0.06,001
2011-01-01,17.11,12.45,1.39,2.39,0.0,001
2011-01-02,18.04,14.1,1.38,1.4,0.0,001
2011-01-03,18.17,13.46,1.04,1.36,0.0,001
2011-01-04,17.78,11.87,1.42,3.47,0.0,001
2011-01-05,17.72,11.12,1.46,3.32,0.0,001
2011-01-06,18.9,10.94,1.45,2.71,0.0,001
2011-01-07,19.12,11.5,1.44,3.89,0.0,001
2011-01-08,16.46,10.21,1.5,4.42,0.0,001
2011-01-09,16.46,9.13,1.52,3.05,0.0,001
2011-01-10,16.72,9.93,1.55,2.52,0.0,001
2011-01-11,17.9,11.02,1.46,1.76,0.0,001
2011-01-12,19.83,13.79,1.43,1.16,0.0,001
2011-01-13,18.88,12.79,1.53,1.58,0.0,001
2011-01-14,16.88,11.91,1.48,3.51,0.01,001
2011-01-15,15.92,10.51,1.31,3.44,0.13,001
2011-01-16,17.21,10.44,1.53,2.63,0.0,001
2011-01-17,16.79,12.07,1.33,1.6,1.18,001
2011-01-18,14.41,10.09,0.91,3.29,7.47,001
2011-01-19,17.75,11.85,1.46,1.51,0.0,001
2011-01-20,17.69,12.4,1.48,1.48,0.0,001
2011-01-21,18.37,11.96,1.55,1.76,0.0,001
2011-01-22,18.94,12.81,1.59,2.15,0.0,001
2011-01-23,18.31,12.6,1.61,2.05,0.0,001
2011-01-24,18.9,12.39,1.64,2.71,0.0,001
2011-01-25,16.92,11.84,1.32,3.08,0.0,001
2011-01-26,18.25,10.64,1.61,2.29,0.0,001
2011-01-27,20.95,13.65,1.61,0.92,0.0,001
2011-01-28,20.21,13.31,1.51,1.33,0.0,001
2011-01-29,23.9,14.28,1.5,1.73,0.0,001
2011-01-30,17.52,12.64,1.65,4.3,0.0,001
2011-01-31,16.78,10.73,1.64,3.85,0.0,001
2011-02-01,18.59,11.87,1.34,1.73,0.0,001
2011-02-02,17.32,12.46,1.69,4.03,0.0,001
2011-02-03,19.24,13.83,1.49,2.06,0.0,001
2011-02-04,21.78,15.45,1.4,2.01,0.0,001
2011-02-05,18.96,15.05,1.32,3.76,0.05,001
2011-02-06,20.29,15.54,1.28,1.6,0.02,001
2011-02-07,22.85,14.39,1.66,3.08,0.0,001
2011-02-08,18.57,11.99,1.62,4.39,0.01,001
2011-02-09,17.23,11.57,1.69,3.28,0.0,001
2011-02-10,16.09,11.85,1.26,4.26,0.0,001
2011-02-11,17.14,10.6,1.75,4.3,0.01,001
2011-02-12,16.73,10.3,1.9,2.71,0.0,001
2011-02-13,16.99,10.42,1.88,4.09,0.0,001
2011-02-14,17.99,10.26,1.92,2.8,0.0,001
2011-02-15,22.62,12.64,1.66,2.23,0.0,001
2011-02-16,18.4,11.76,1.58,4.64,0.0,001
2011-02-17,17.8,11.28,1.91,2.61,0.0,001
2011-02-18,20.39,13.43,1.98,0.99,0.0,001
2011-02-19,23.51,14.95,1.99,1.44,0.0,001
2011-02-20,18.86,12.05,1.73,4.44,0.0,001
2011-02-21,17.64,11.4,1.95,3.34,0.0,001
2011-02-22,19.76,13.49,1.99,1.69,0.0,001
2011-02-23,22.73,13.36,2.03,1.48,0.0,001
2011-02-24,22.12,15.06,1.74,1.48,0.0,001
2011-02-25,20.85,12.89,1.95,3.62,0.0,001
2011-02-26,17.38,10.86,1.93,4.28,0.0,001
2011-02-27,18.81,11.56,2.05,3.24,0.0,001
2011-02-28,19.01,11.86,2.09,3.68,0.0,001
2011-03-01,20.9,14.1,2.08,2.32,0.0,001
2011-03-02,21.92,12.53,2.05,2.38,0.0,001
2011-03-03,24.01,13.37,2.15,2.54,0.0,001
2011-03-04,24.77,14.15,2.19,2.58,0.0,001
2011-03-05,24.67,15.01,2.18,2.72,0.0,001
2011-03-06,24.66,15.94,2.15,1.01,0.0,001
2011-03-07,20.78,14.77,2.08,3.69,0.0,001
2011-03-08,19.2,12.38,2.24,3.08,0.0,001
2011-03-09,19.0,11.83,2.14,4.31,0.0,001
2011-03-10,13.96,9.46,2.12,5.13,0.0,001
2011-03-11,14.21,8.2,2.25,4.12,0.01,001
2011-03-12,17.09,9.7,2.12,4.67,0.01,001
2011-03-13,19.13,10.24,2.25,2.66,0.0,001
2011-03-14,20.73,11.24,2.39,1.93,0.0,001
2011-03-15,23.13,12.53,2.46,1.78,0.0,001
2011-03-16,22.66,12.93,2.45,1.84,0.0,001
2011-03-17,22.74,13.36,2.4,1.65,0.0,001
2011-03-18,23.42,14.8,2.39,1.73,0.0,001
2011-03-19,24.46,17.81,2.32,0.88,0.0,001
2011-03-20,24.98,17.17,2.18,1.44,0.0,001
2011-03-21,24.65,18.15,2.08,2.77,0.0,001
2011-03-22,20.84,15.27,2.43,5.24,0.0,001
2011-03-23,19.2,12.75,2.48,4.21,0.0,001
